poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
89389,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,0.7,0.6,IVR/Live Phone/Text/Online Opt-In Panel/Email,4.0,Ohio,11/2/24,11/4/24,,"",,,,,216551,1095,lv,,lv,,11/5/24 00:01,"",https://www.thetrafalgargroup.org/wp-content/uploads/2024/11/TRF-OH-General-1104-Report.pdf,,https://www.thetrafalgargroup.org/wp-content/uploads/2024/11/TRF-OH-General-1104-Report.pdf,,"",false,REP,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Brown,31033,Sherrod Brown,47.6
89389,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,0.7,0.6,IVR/Live Phone/Text/Online Opt-In Panel/Email,4.0,Ohio,11/2/24,11/4/24,,"",,,,,216551,1095,lv,,lv,,11/5/24 00:01,"",https://www.thetrafalgargroup.org/wp-content/uploads/2024/11/TRF-OH-General-1104-Report.pdf,,https://www.thetrafalgargroup.org/wp-content/uploads/2024/11/TRF-OH-General-1104-Report.pdf,,"",false,REP,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Moreno,31036,Bernie Moreno,48.4
89368,1921,Survation,"","",Survation,889,Survation,,,,8.0,Pennsylvania,11/1/24,11/4/24,,"",,,,,216445,915,lv,,lv,,11/4/24 18:27,"",https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,,,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,true,DEM,Casey,30990,Robert P. Casey Jr.,49.19
89368,1921,Survation,"","",Survation,889,Survation,,,,8.0,Pennsylvania,11/1/24,11/4/24,,"",,,,,216445,915,lv,,lv,,11/4/24 18:27,"",https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,,,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,true,REP,McCormick,30991,Dave McCormick,41.57
89368,1921,Survation,"","",Survation,889,Survation,,,,8.0,Pennsylvania,11/1/24,11/4/24,,"",,,,,216445,915,lv,,lv,,11/4/24 18:27,"",https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,,,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,true,LIB,Thomas,37102,John C. Thomas,0.99
89368,1921,Survation,"","",Survation,889,Survation,,,,8.0,Pennsylvania,11/1/24,11/4/24,,"",,,,,216445,915,lv,,lv,,11/4/24 18:27,"",https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,,,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,true,GRE,Hazou,37104,Leila Hazou,0.72
89368,1921,Survation,"","",Survation,889,Survation,,,,8.0,Pennsylvania,11/1/24,11/4/24,,"",,,,,216445,915,lv,,lv,,11/4/24 18:27,"",https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,,,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,true,CON,Selker,37188,Bernard Selker,0.49
89376,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Minnesota,11/1/24,11/4/24,,"",,,,,216490,2065,lv,,lv,,11/4/24 19:28,"",https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,"",,,9516,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Klobuchar,31616,Amy Klobuchar,52.6
89376,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Minnesota,11/1/24,11/4/24,,"",,,,,216490,2065,lv,,lv,,11/4/24 19:28,"",https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,"",,,9516,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,White,36379,Royce White,41.2
89377,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Montana,11/1/24,11/4/24,,"",,,,,216491,752,lv,,lv,,11/4/24 19:28,"",https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,"",,,9519,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Tester,30959,Jon Tester,39.2
89377,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Montana,11/1/24,11/4/24,,"",,,,,216491,752,lv,,lv,,11/4/24 19:28,"",https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,"",,,9519,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Sheehy,31060,Tim Sheehy,49.8
89380,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Ohio,11/1/24,11/4/24,,"",,,,,216493,1022,lv,,lv,,11/4/24 19:28,"",https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Brown,31033,Sherrod Brown,45.8
89380,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Ohio,11/1/24,11/4/24,,"",,,,,216493,1022,lv,,lv,,11/4/24 19:28,"",https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,"",,,9526,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Moreno,31036,Bernie Moreno,48.8
89382,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Texas,11/1/24,11/4/24,,"",,,,,216495,2434,lv,,lv,,11/4/24 19:28,"",https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,"",,,9530,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Allred,31007,Colin Allred,45.5
89382,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Texas,11/1/24,11/4/24,,"",,,,,216495,2434,lv,,lv,,11/4/24 19:28,"",https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,"",,,9530,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Cruz,31008,Ted Cruz,52.5
89383,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Virginia,11/1/24,11/4/24,,"",,,,,216496,2202,lv,,lv,,11/4/24 19:28,"",https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,"",,,9504,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Kaine,30777,Timothy Michael Kaine,52.6
89383,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Virginia,11/1/24,11/4/24,,"",,,,,216496,2202,lv,,lv,,11/4/24 19:28,"",https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,"",,,9504,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Cao,32222,Hung Cao,44.0
89320,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,California,11/2/24,11/3/24,,"",,,,,216192,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,10013,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Schiff,31184,Adam B. Schiff,61.0
89320,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,California,11/2/24,11/3/24,,"",,,,,216192,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,10013,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Garvey,31187,Steve Garvey,35.0
89320,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,California,11/2/24,11/3/24,,"",,,,,216193,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9506,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Schiff,30942,Adam B. Schiff,60.0
89320,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,California,11/2/24,11/3/24,,"",,,,,216193,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9506,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Garvey,31183,Steve Garvey,37.0
89321,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Florida,11/2/24,11/3/24,,"",,,,,216194,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9509,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Mucarsel-Powell,31615,Debbie Mucarsel-Powell,43.0
89321,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Florida,11/2/24,11/3/24,,"",,,,,216194,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9509,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Scott,31048,Rick Scott,50.0
89322,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Michigan,11/2/24,11/3/24,,"",,,,,216195,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9515,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Slotkin,31025,Elissa Slotkin,50.0
89322,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Michigan,11/2/24,11/3/24,,"",,,,,216195,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9515,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Rogers,31045,Mike Rogers,44.0
89323,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Minnesota,11/2/24,11/3/24,,"",,,,,216196,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9516,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Klobuchar,31616,Amy Klobuchar,55.0
89323,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Minnesota,11/2/24,11/3/24,,"",,,,,216196,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9516,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,White,36379,Royce White,38.0
89324,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Missouri,11/2/24,11/3/24,,"",,,,,216197,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9518,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Kunce,31066,Lucas Kunce,43.0
89324,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Missouri,11/2/24,11/3/24,,"",,,,,216197,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9518,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Hawley,31067,Josh Hawley,54.0
89325,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,New Jersey,11/2/24,11/3/24,,"",,,,,216198,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9522,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Kim,31085,Andy Kim,56.0
89325,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,New Jersey,11/2/24,11/3/24,,"",,,,,216198,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9522,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Bashaw,31785,Curtis Bashaw,38.0
89326,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,New York,11/2/24,11/3/24,,"",,,,,216199,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9524,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Gillibrand,31617,Kirsten E. Gillibrand,61.0
89326,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,New York,11/2/24,11/3/24,,"",,,,,216199,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9524,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Sapraicone,36849,Michael D. Sapraicone,33.0
89327,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Pennsylvania,11/2/24,11/3/24,,"",,,,,216200,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Casey,30990,Robert P. Casey Jr.,48.0
89327,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Pennsylvania,11/2/24,11/3/24,,"",,,,,216200,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,McCormick,30991,Dave McCormick,46.0
89328,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Virginia,11/2/24,11/3/24,,"",,,,,216201,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9504,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Kaine,30777,Timothy Michael Kaine,53.0
89328,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Virginia,11/2/24,11/3/24,,"",,,,,216201,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9504,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Cao,32222,Hung Cao,41.0
89329,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Washington,11/2/24,11/3/24,,"",,,,,216202,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9533,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Cantwell,30973,Maria Cantwell,58.0
89329,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Washington,11/2/24,11/3/24,,"",,,,,216202,450,lv,,lv,,11/4/24 08:50,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9533,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Garcia,31117,Raul Garcia,38.0
89330,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Wisconsin,11/2/24,11/3/24,,"",,,,,216204,450,lv,,lv,,11/4/24 08:56,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,DEM,Baldwin,31019,Tammy Baldwin,48.0
89330,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Wisconsin,11/2/24,11/3/24,,"",,,,,216204,450,lv,,lv,,11/4/24 08:56,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,false,REP,Hovde,31201,Eric D. Hovde,47.0
