CANDIDATE_ID,CANDIDATE_NAME,PARTY,PARTY_CODE,CANDIDATE_OFFICE,CANDIDATE_OFFICE_CODE,CANDIDATE_OFFICE_STATE,CANDIDATE_OFFICE_STATE_CODE,CANDIDATE_OFFICE_DISTRICT,CITY,STATE,ZIP,ELECTION_YEAR,RECEIPT_DATE,REPORT_YEAR,BEGIN_IMAGE_NUMBER
"H0LA02275","CHAMBERS, GARY JR.","Democratic Party","DEM","House","H","Louisiana","LA","02","BATON ROUGE","LA","70811","2020","25-NOV-20","2020","202011259337132383"
"H0UT03250","MCNEILL, THOMAS G.","Other","OTH","House","H","Utah","UT","03","OREM","UT","84097","2020","17-NOV-20","2020","202011179337048702"
"P00017590","COKER, AMBER NICHOLE","Write-In","W","President","P","Tennessee","TN","00","ALAMO TN","TN","38001","2020","08-NOV-20","2020","202011089336972745"
"S0NC00418","DONG, YUHONG","Unknown","UNK","Senate","S","North Carolina","NC","00","FAYETTEVILLE","NC","28311","2020","06-NOV-20","2020","202011069336972335"
"P00017574","DONG, YUHONG","Unknown","UNK","President","P","United States","00","00","FAYETTEVILLE","NC","28311","2020","06-NOV-20","2020","202011069336972127"
"H8CA47078","BRISCOE, JOHN","Republican Party","REP","House","H","California","CA","47","HUNTINGTON BEACH","CA","92647","2020","28-OCT-20","2020","202010289336630333"
"S0GA00690","SKRBIC, LJUBO","Republican Party","REP","Senate","S","Georgia","GA","00","PALM BEACH","FL","33480","2020","27-OCT-20","2020","202010279336627556"
"H0MO06222","ROSS, GENA L DR","Democratic Party","DEM","House","H","Missouri","MO","06","PLATTE CITY","MO","64079","2020","26-OCT-20","2020","202010269336531775"
"H0CA08226","GOMEZ, BLANCA","Democratic Party","DEM","House","H","California","CA","08","VICTORVILLE","CA","92392","2020","26-OCT-20","2020","202010269336571611"
"P00017558","NICKELSON, STONE THOMAS","Independent","IND","President","P","United States","00","3D","WEST DES MOINES","IA","50266","2020","22-OCT-20","2020","202010290300353082"
"S4NH00096","MARTIN, ANDY","Republican Party","REP","Senate","S","New Hampshire","NH","00","MANCHESTER","NH","03105","2020","22-OCT-20","2020","202010290300352969"
"H0PA17131","HENDRIE, DANIEL","Democratic Party","DEM","House","H","Pennsylvania","PA","17","PHILADELPHIA","PA","19111","2020","22-OCT-20","2020","202010290300353328"
"H0CA50244","HERRERA, NICHOLAS","Republican Party","REP","House","H","California","CA","50","CALIMESA","CA","92320","2020","21-OCT-20","2020","202010219326738276"
"S0WI00247","NELSON, TOM","Democratic Party","DEM","Senate","S","Wisconsin","WI","00","KAUKAUNA","WI","54130","2020","16-OCT-20","2020","202010169297136123"
"H0DC00249","FRANKLIN, BARBARA WASHINGTON","Independent","IND","House","H","District Of Columbia","DC","00","WASHINGTON","DC","20016","2020","15-OCT-20","2020","202010290300352982"
"P00017517","RA, CAMRON","Write-In","W","President","P","United States","00","00","HIGHLAND PARK","NJ","08904","2020","15-OCT-20","2020","202010159295638089"
"H0MI13521","WILCOXON, D.ETTA M","Green Party","GRE","House","H","Michigan","MI","13","DETROIT","MI","48203","2020","15-OCT-20","2020","202010159293984124"
"H8IN01096","LEYVA, MARK J","IN","IN","House","H","Indiana","IN","01","HIGHLAND","IN","46322","2020","14-OCT-20","2020","202010149285795449"
"H0IL08165","NELSON, PRESTON MR","Libertarian Party","LIB","House","H","Illinois","IL","08","MOUNT VERNON","IL","62864","2020","13-OCT-20","2020","202010139285522416"
"P00017491","GEISLER, TIMOTHY DAVID MSGT","Independent","IND","President","P","United States","00","00","TIGARD","OR","97223","2020","13-OCT-20","2020","202010139285521396"
"H0IL17133","PARKER, GENERAL","Independent","IND","House","H","Illinois","IL","17","PEORIA","IL","61615","2020","13-OCT-20","2020","202010139285504945"
"P00017475","STANEK, JASON ALEXANDER","Write-In","W","President","P","United States","00","00","MINNEAPOLIS","MN","55405","2020","09-OCT-20","2020","202010099285066563"
"P00017467","CORTESE, PHILIP SHAUN MR.","Write-In","W","President","P","United States","00","00","MASSENA","NY","13662","2020","08-OCT-20","2020","202010089285061942"
"S8NJ00558","HOFFMAN, MADELYN R","Green Party","GRE","Senate","S","New Jersey","NJ","00","FLANDERS","NJ","07836","2020","08-OCT-20","2020","202010130300344624"
"H0FL18215","MILLER, KARL W.","Republican Party","REP","House","H","Florida","FL","18","JENSEN BEACH","FL","34957","2020","07-OCT-20","2020","202010130300345257"
"P00017442","DEVOLL, ROBERT DELL","Independence Party","IDP","President","P","United States","00","00","NEWARK","OH","43055","2020","07-OCT-20","2020","202010079285050775"
"P00017434","CASTON, CHARLES EDWARD MR.","Independent","IND","President","P","Texas","TX","00","HOUSTON","TX","77020","2020","07-OCT-20","2020","202010079285047102"
"H0OH43018","CREECH, RODNEY LEE","Republican Party","REP","House","H","Ohio","OH","43","WEST ALEXANDRIA","OH","45381","2020","07-OCT-20","2020","202010079285050407"
"H0WV01130","COSNER, SHAWN PAUL","Write-In","W","House","H","West Virginia","WV","01","BRUCETON MILLS","WV","26525","2020","02-OCT-20","2020","202010029284990925"
"P00017426","STANCIL, CONNOR WESTON","None","NNE","President","P","United States","00","00","CLINTON","NC","28328","2020","30-SEP-20","2020","202009309284983055"
"H0MO01231","BAKER, MARTIN D","Independent","IND","House","H","Missouri","MO","01","ST LOUIS","MO","63136","2020","30-SEP-20","2020","202009309284982385"
"P00017418","LENCZICKI, JASON","Write-In","W","President","P","United States","00","00","CINCINNATI","OH","45244","2020","29-SEP-20","2020","202009299284982383"
"H0OH02154","CONDIT, JAMES JOSEPH MR. JR","Write-In","W","House","H","Ohio","OH","02","CINCINNATI","OH","45247","2020","28-SEP-20","2020","202009289284980838"
"H0MI12176","HERBERT, RICKY","N/A","N/A","House","H","Michigan","MI","12","ANN ARBOR","MI","48104","2020","27-SEP-20","2020","202009279284977037"
"H0WV03193","FOX-SPENCER, BELINDA","Independent","IND","House","H","West Virginia","WV","03","PETERSTOWN","WV","24963","2020","25-SEP-20","2020","202009259284970276"
"H0NJ05240","VELLUCCI, LOUIS A","Independent","IND","House","H","New Jersey","NJ","05","MAHWAH","NJ","07430","2020","25-SEP-20","2020","202009259284970348"
"P00017376","SMITH, RONALD BRYAN","Democratic Party","DEM","President","P","United States","00","00","ASHBURN","VA","20148","2020","24-SEP-20","2020","202009249284959382"
"P00017392","MILLER-JAMISON, LATOWYA","Independent","IND","President","P","United States","00","00","SUMMERVILLE","SC","29485","2020","24-SEP-20","2020","202009290300343941"
"P00017368","LYNCH, CLYDE","Democratic Party","DEM","President","P","United States","00","00","DETROIT","MI","48227","2020","23-SEP-20","2020","202009239284717896"
"H0MI06202","SOLIS, JERRY","No Party Affiliation","NPA","House","H","Michigan","MI","06","THREE RIVERS","MI","49093","2020","23-SEP-20","2020","202009239284717395"
"P00017343","DUMAS, NICHOLAS D'ARTAGNAN","No Party Affiliation","NPA","President","P","United States","00","00","LOTUS","CA","95651","2020","22-SEP-20","2020","202009229284686998"
"H0IL06086","REDPATH, BILL","Libertarian Party","LIB","House","H","Illinois","IL","06","WEST DUNDEE","IL","60118","2020","18-SEP-20","2020","202009189275261927"
"P00017327","FROHMAN, MARL DR","Independent","IND","President","P","Texas","TX","00","GRAPEVINE","TX","76051","2020","17-SEP-20","2020","202009179267231065"
"S0FL00627","AMOUZOU, ROLAND ELIKPLIM","Independent","IND","Senate","S","Florida","FL","00","BROOKSVILLE","FL","34602","2020","17-SEP-20","2020","202009179267235511"
"P00017335","GRIFFIN, ELLIOTT LEW MR.","Write-In","W","President","P","United States","00","00","DESERT HOT SPRINGS","CA","92240","2020","17-SEP-20","2020","202009179267236605"
"H0NJ10240","FITCHETTE, KHALIAH","Independent","IND","House","H","New Jersey","NJ","10","NEWARK","NJ","07102","2020","16-SEP-20","2020","202009169267218551"
"P20005492","CALICO, KENDRA","American Independent Party","AIP","President","P","United States","00","00","MEMPHIS","TN","38107","2020","16-SEP-20","2020","202009210300343539"
"P00017301","BAYLOR, TINA MICHELLE MS","Unknown","UNK","President","P","Pennsylvania","PA","00","PHILADELPHIA","PA","19143","2020","16-SEP-20","2020","202009169267206325"
"H0PA09047","MCGRAW, ALBERT DOUGLAS","Republican Party","REP","House","H","Pennsylvania","PA","09","PA - READING","PA","19609","2020","15-SEP-20","2020","202009159267180650"
"P00017293","LABOCH, MICHAEL ARTHUR","Independent","IND","President","P","United States","00","00","OCALA","FL","34472","2020","15-SEP-20","2020","202009159267182456"
"P00017277","LEVINSON, MICHAEL STEPHEN","No Party Affiliation","NPA","President","P","United States","00","00","ST PETERSBURG","FL","33702","2020","14-SEP-20","2020","202009149267169547"
"H0OH15164","HOFFMAN, SHANE","Write-In","W","House","H","Ohio","OH","15","PLAIN CITY","OH","43064","2020","14-SEP-20","2020","202009149267174792"
"H0OR02267","SPENSER, ALEX","Democratic Party","DEM","House","H","Oregon","OR","02","KALAMATH FALLS","OR","97601","2020","14-SEP-20","2020","202009149267170519"
"P00017251","PICKENS, RODNEY ALLEN","Reform Party","REF","President","P","United States","00","00","AUSTIN","MN","55912","2020","10-SEP-20","2020","202009109267129970"
"S0TN00342","BRADSHAW, MARQUITA","Democratic Party","DEM","Senate","S","Tennessee","TN","00","MEMPHIS","TN","38117","2020","07-SEP-20","2020","202009079267090697"
"P00017228","GOODWIN, CHAD","Republican Party","REP","President","P","United States","00","00","ROCKWOOD","PA","15557","2020","05-SEP-20","2020","202009059267084321"
"P00017210","UCHE, MAUREEN","Other","OTH","President","P","United States","00","00","RICHMOND","VA","23227","2020","04-SEP-20","2020","202009049267083074"
"P00017202","BODDIE, PRESIDENT R19","Write-In","W","President","P","United States","00","00","ANCHORAGE","GA","30016","2020","04-SEP-20","2020","202009049267082978"
"H0TX04243","JONES, TRACY SHAWN","Write-In","W","House","H","Texas","TX","04","TEXARKANA","TX","75503","2020","03-SEP-20","2020","202009039267077197"
"H0NY17349","PARIETTI, MIKE I.","SAM","SAM","House","H","New York","NY","17","SUFFERN","NY","10901","2020","03-SEP-20","2020","202009039267081885"
"P00017186","MARTIN, CHRISTOPHER JOB MR.","Other","OTH","President","P","United States","00","00","DENVER","CO","80204","2020","01-SEP-20","2020","202009019267072754"
"H0VT00130","BERRY, MIRIAM MRS.","Republican Party","REP","House","H","Vermont","VT","00","ESSEX","VT","05452","2020","31-AUG-20","2020","202008319267063929"
"H0GA05343","MUHAMMAD, STEVEN","Independent","IND","House","H","Georgia","GA","05","EAST POINT","GA","30344","2020","31-AUG-20","2020","202008319267061216"
"P00017178","WURTZ, MARK THOMAS","RAP","RAP","President","P","United States","00","00","TOPEKA","KS","66618","2020","30-AUG-20","2020","202008309267058338"
"H0NJ05232","ERDMAN, OLIVIA CLAIRE","Democratic Party","DEM","House","H","New Jersey","NJ","05","WYCKOFF","NJ","07481","2020","29-AUG-20","2020","202008299267057663"
"P00017160","HALSE, CHRISTOPHER","None","NNE","President","P","United States","00","00","FARMINGTON","MN","55024","2020","29-AUG-20","2020","202008299267057639"
"H0PA12207","ELIZABETH, TERWILLIGER","Libertarian Party","LIB","House","H","Pennsylvania","PA","12","WARREN CENTER","PA","18851","2020","27-AUG-20","2020","202008310300342288"
"H0IL12126","RUSHING, JULE","Unaffiliated","UN","House","H","Illinois","IL","12","COULTERVILLE","IL","62237","2020","26-AUG-20","2020","202008269267005351"
"H6TX34031","GONZALEZ, REY DR.","Republican Party","REP","House","H","Texas","TX","34","HARLINGEN","TX","78550","2020","26-AUG-20","2020","202008269267005081"
"S0IL00626","RUSHING, JULE","Unaffiliated","UN","Senate","S","Illinois","IL","00","COULTERVILLE","IL","62237","2020","26-AUG-20","2020","202008269267005352"
"H0LA05161","LAGARDE, JESSE P.","Democratic Party","DEM","House","H","Louisiana","LA","05","AMITE","LA","70422","2020","25-AUG-20","2020","202008259266983392"
"S0NE00163","SIADEK, EUGENE","Libertarian Party","LIB","Senate","S","Nebraska","NE","00","OMAHA","NE","68144","2020","25-AUG-20","2020","202008259266994085"
"H0MO05257","BALLARD, WILLIAM HOWARD MR. IV","Republican Party","REP","House","H","Missouri","MO","05","KANSAS CITY","MO","64127","2020","24-AUG-20","2020","202008249266870311"
"H0IN01325","CATALANO, THOMAS","Other","OTH","House","H","Indiana","IN","01","INDIANAPOLIS","IN","46204","2020","24-AUG-20","2020","202008249266866676"
"H0IA01208","CATALANO, THOMAS","Other","OTH","House","H","Iowa","IA","01","DES MOINES","IA","50309","2020","24-AUG-20","2020","202008249266866675"
"H0KS01230","CATALANO, THOMAS","Other","OTH","House","H","Kansas","KS","01","WICHITA","KS","67202","2020","24-AUG-20","2020","202008249266866025"
"H0NH01324","CATALANO, THOMAS","Other","OTH","House","H","New Hampshire","NH","01","MANCHESTER","NH","03101","2020","23-AUG-20","2020","202008239266863579"
"H0MI01252","CATALANO, THOMAS","Other","OTH","House","H","Michigan","MI","01","DETROIT","MI","48226","2020","23-AUG-20","2020","202008239266864420"
"H0SC01444","CATALANO, THOMAS","Other","OTH","House","H","South Carolina","SC","01","COLOMBIA","SC","29201","2020","23-AUG-20","2020","202008239266863581"
"H0ND01059","CATALANO, THOMAS","Other","OTH","House","H","North Dakota","ND","00","FARGO","ND","58103","2020","23-AUG-20","2020","202008239266863582"
"H0OR01210","CATALANO, THOMAS","Other","OTH","House","H","Oregon","OR","01","PORTLAND","OR","97204","2020","23-AUG-20","2020","202008239266863584"
"H0WI01138","CATALANO, THOMAS","Other","OTH","House","H","Wisconsin","WI","01","MILWAUKEE","WI","53202","2020","23-AUG-20","2020","202008239266863585"
"H0TX01140","CATALANO, THOMAS","Other","OTH","House","H","Texas","TX","01","HOUSTON","TX","77056","2020","23-AUG-20","2020","202008239266863588"
"H0NE01153","CATALANO, THOMAS","Other","OTH","House","H","Nebraska","NE","01","OMAHA","NE","68102","2020","23-AUG-20","2020","202008239266863589"
"H0AR01190","CATALANO, THOMAS","Other","OTH","House","H","Arkansas","AR","01","LITTLE ROCK","AR","72201","2020","23-AUG-20","2020","202008239266863590"
"H0MS01126","CATALANO, THOMAS","Other","OTH","House","H","Mississippi","MS","01","JACKSON","MS","39201","2020","23-AUG-20","2020","202008239266863591"
"H0OH01131","CATALANO, THOMAS","Other","OTH","House","H","Ohio","OH","01","CLEVELAND","OH","44114","2020","23-AUG-20","2020","202008239266863592"
"H0AZ01432","CATALANO, THOMAS","Other","OTH","House","H","Arizona","AZ","01","PHOENIX","AZ","85003","2020","23-AUG-20","2020","202008239266863593"
"H0NM01205","CATALANO, THOMAS","Other","OTH","House","H","New Mexico","NM","01","ALBUQUERQUE","NM","87102","2020","23-AUG-20","2020","202008239266863594"
"H0KY01089","CATALANO, THOMAS","Other","OTH","House","H","Kentucky","KY","01","LOUISVILLE","KY","40202","2020","23-AUG-20","2020","202008239266863595"
"H0UT01247","CATALANO, THOMAS","Other","OTH","House","H","Utah","UT","01","SALT LAKE CITY","UT","84111","2020","23-AUG-20","2020","202008239266863597"
"H0AL01147","CATALANO, THOMAS","Other","OTH","House","H","Alabama","AL","01","MOBILE","AL","36602","2020","23-AUG-20","2020","202008239266863598"
"H0MN01144","CATALANO, THOMAS","Other","OTH","House","H","Minnesota","MN","01","MINNEAPOLIS","MN","55402","2020","23-AUG-20","2020","202008239266863599"
"H0WA01165","CATALANO, THOMAS","Other","OTH","House","H","Washington","WA","01","SEATTLE","WA","98101","2020","23-AUG-20","2020","202008239266863603"
"H0GA01094","CATALANO, THOMAS","Other","OTH","House","H","Georgia","GA","01","ATLANTA","GA","30309","2020","23-AUG-20","2020","202008239266863605"
"H0ME01135","CATALANO, THOMAS","Other","OTH","House","H","Maine","ME","01","PORTLAND","ME","04101","2020","23-AUG-20","2020","202008239266863606"
"H0FL01161","CATALANO, THOMAS","Other","OTH","House","H","Florida","FL","01","MIAMI","FL","33131","2020","23-AUG-20","2020","202008239266863893"
"H0AK01046","CATALANO, THOMAS","Other","OTH","House","H","Alaska","AK","00","ANCHORAGE","AK","99503","2020","23-AUG-20","2020","202008239266863894"
"H0OK01154","CATALANO, THOMAS","Other","OTH","House","H","Oklahoma","OK","01","TULSA","OK","74103","2020","23-AUG-20","2020","202008239266863895"
"H0NC01135","CATALANO, THOMAS","Other","OTH","House","H","North Carolina","NC","01","CHARLOTTE","NC","28202","2020","23-AUG-20","2020","202008239266863896"
"H0NV01276","CATALANO, THOMAS","Other","OTH","House","H","Nevada","NV","01","WINCHESTER","NV","80906","2020","23-AUG-20","2020","202008239266863897"
"H0WY01069","CATALANO, THOMAS","Other","OTH","House","H","Wyoming","WY","00","AUBURN","WY","83111","2020","23-AUG-20","2020","202008239266863901"
"H0SD01102","CATALANO, THOMAS","Other","OTH","House","H","South Dakota","SD","00","SIOUX FALLS","SD","57104","2020","23-AUG-20","2020","202008239266864419"
"H0MA01099","CATALANO, THOMAS","Other","OTH","House","H","Massachusetts","MA","01","BOSTON","MA","02116","2020","23-AUG-20","2020","202008239266863580"
"H0WV01122","CATALANO, THOMAS","Other","OTH","House","H","West Virginia","WV","01","CHARLESTON","WV","25302","2020","22-AUG-20","2020","202008229266863494"
"H0TN01233","CATALANO, THOMAS","Other","OTH","House","H","Tennessee","TN","01","NASHVILLE","TN","37201","2020","22-AUG-20","2020","202008229266863498"
"H0VT01088","CATALANO, THOMAS","Other","OTH","House","H","Vermont","VT","00","BURLINGTON","VT","05401","2020","22-AUG-20","2020","202008229266863499"
"H0PA01366","CATALANO, THOMAS","Other","OTH","House","H","Pennsylvania","PA","01","PHILADELPHIA","PA","19103","2020","22-AUG-20","2020","202008229266863480"
"H0CT01142","CATALANO, THOMAS","Other","OTH","House","H","Connecticut","CT","01","HARTFORD","CT","06103","2020","22-AUG-20","2020","202008229266863488"
"H0MD01240","CATALANO, THOMAS","Other","OTH","House","H","Maryland","MD","01","BALTIMORE","MD","21202","2020","22-AUG-20","2020","202008229266863485"
"H0DE01090","CATALANO, THOMAS","Other","OTH","House","H","Delaware","DE","00","WILMINGTON","DE","19801","2020","22-AUG-20","2020","202008229266863486"
"H0MO01223","CATALANO, THOMAS","Other","OTH","House","H","Missouri","MO","01","KANSAS CITY","MO","64105","2020","22-AUG-20","2020","202008229266863487"
"H0LA01202","CATALANO, THOMAS","Other","OTH","House","H","Louisiana","LA","01","NEW ORLEANS","LA","70130","2020","22-AUG-20","2020","202008229266863481"
"H0PR01059","HENRIQUEZ, ADA NORAH ESQ","Other","OTH","House","H","Puerto Rico","PR","00","HUMACAO","PR","00791","2020","20-AUG-20","2020","202008209261506783"
"H0AS01016","CRICHTON, ORETA TUFAGA-MAPU","Democratic Party","DEM","House","H","American Samoa","AS","00","PAGO PAGO","AS","96799","2020","20-AUG-20","2020","202008209266182646"
"H4WA06075","MCCLENDON, MARTIN V.","Republican Party","REP","House","H","Washington","WA","10","GIG HARBOR","WA","98335","2020","20-AUG-20","2020","202008209266008009"
"P00017095","LAMBERTH, SHAWN MR","Independent","IND","President","P","North Carolina","NC","00","CHINA GROVE","NC","28023","2020","19-AUG-20","2020","202008199261393976"
"H0DE01082","PURCELL, CATHERINE STONESTREET MS.","Other","OTH","House","H","Delaware","DE","00","MILLSBORO","DE","19966","2020","19-AUG-20","2020","202008199261411777"
"H0LA05153","SNOWDEN, PHILLIP","Democratic Party","DEM","House","H","Louisiana","LA","05","MONROE","LA","71203","2020","19-AUG-20","2020","202008199261399719"
"P00017103","BISHOP, DOUGLAS MR.","Independent","IND","President","P","United States","00","00","SPOKANE","WA","99201","2020","19-AUG-20","2020","202008199261399279"
"H0OH07153","POTTER, QUENTIN","Democratic Party","DEM","House","H","Ohio","OH","07","CANTON","OH","44721","2020","18-AUG-20","2020","202008189261344643"
"P00017061","GREENE, EMILY FRANCES","Peace And Freedom Party","PFP","President","P","United States","00","00","ST. CHARLES","MO","63302","2020","17-AUG-20","2020","202008179261334162"
"P00017053","LAPORTE, PAMELA MISS","Other","OTH","President","P","Pennsylvania","PA","00","WARMINSTER","PA","18974","2020","16-AUG-20","2020","202008169261322443"
"H0NJ01215","CATALANO, THOMAS","Other","OTH","House","H","New Jersey","NJ","01","WEST ORANGE","NJ","07052","2020","15-AUG-20","2020","202008159261321494"
"H0IL01236","CATALANO, THOMAS","Other","OTH","House","H","Illinois","IL","01","CHICAGO","IL","60602","2020","15-AUG-20","2020","202008159261321538"
"H0VA01250","CATALANO, THOMAS","Other","OTH","House","H","Virginia","VA","01","NORFOLK","VA","23511","2020","15-AUG-20","2020","202008159261321518"
"H0CA01221","CATALANO, THOMAS","Other","OTH","House","H","California","CA","01","SAN DIEGO","CA","92136","2020","15-AUG-20","2020","202008159261321517"
"H8IN06202","LEE LAKE, JEANNINE","Democratic Party","DEM","House","H","Indiana","IN","06","MUNCIE","IN","47304","2020","14-AUG-20","2020","202008149261319051"
"H0CO05152","KELTIE, REBECCA MS.","UPA","UPA","House","H","Colorado","CO","05","COLORADO SPRINGS","CO","80918","2020","14-AUG-20","2020","202008149261319002"
"S0CO00716","CATALANO, THOMAS","Other","OTH","Senate","S","Colorado","CO","00","DENVER","CO","80216","2020","14-AUG-20","2020","202008149261303520"
"P00017046","WILKINSON, COLLEEN MARIE","Democratic Party","DEM","President","P","United States","00","00","ODESSA","FL","33556","2020","14-AUG-20","2020","202008149261310030"
"H0NY01236","CATALANO, THOMAS","Other","OTH","House","H","New York","NY","01","NYC","NY","10007","2020","14-AUG-20","2020","202008149261305823"
"H0DC01031","CATALANO, THOMAS","Other","OTH","House","H","District Of Columbia","DC","00","WASHINGTON","DC","20005","2020","14-AUG-20","2020","202008149261305845"
"S0CA00496","BRADFORD, DAPHNE","Democratic Party","DEM","Senate","S","California","CA","00","LOS ANGELES","CA","90056","2020","14-AUG-20","2020","202008149261305861"
"S0NJ00290","CATALANO, THOMAS","Other","OTH","Senate","S","New Jersey","NJ","00","WEST ORANGE","NJ","07052","2020","14-AUG-20","2020","202008149261305299"
"H0NH02298","BJELOBRK, MATTHEW D","Republican Party","REP","House","H","New Hampshire","NH","02","NORTH HAVERHILL","NH","03774","2020","13-AUG-20","2020","202008260300341985"
"P00017152","MORTENSEN, JASON","Unknown","UNK","President","P","United States","00","00","DRAPER","UT","84020","2020","13-AUG-20","2020","202008260300341973"
"H0MA09084","MANLEY, MICHAEL","Other","OTH","House","H","Massachusetts","MA","09","BREWSTER","MA","02631","2020","13-AUG-20","2020","202008260300342084"
"P00017129","JONES, MARSHALL B","Independent","IND","President","P","United States","00","00","RIDGELAND","SC","29936","2020","13-AUG-20","2020","202008200300337420"
"P00017087","WILBURN, KATHY DENICE","Democratic Party","DEM","President","P","United States","00","00","DALLAS","TX","75376","2020","13-AUG-20","2020","202008180300336695"
"H0GA05335","FRANKLIN, ROBERT DR.","Democratic Party","DEM","House","H","Georgia","GA","05","ATLANTA","GA","30331","2020","13-AUG-20","2020","202008139261299725"
"H0LA06052","WILLIAMS, DARTANYON A","Democratic Party","DEM","House","H","Louisiana","LA","06","BATON ROUGE","LA","70810","2020","13-AUG-20","2020","202008139261299768"
"H0OK05155","GUILD, THOMAS EUGENE","Democratic Party","DEM","House","H","Oklahoma","OK","05","EDMOND","OK","73083","2020","13-AUG-20","2020","202008139261300137"
"P60016888","BORING, PAIJ","Republican Party","REP","President","P","United States","00","00","WICHITA","KS","672079998","2020","13-AUG-20","2020","202008139261303021"
"H2NJ10154","PAYNE, DONALD M. JR","Democratic Party","DEM","House","H","New Jersey","NJ","10","NEWARK","NJ","07114","2020","13-AUG-20","2020","202008200300337837"
"H0MO07279","RICHARDS, AUDREY","Write-In","W","House","H","Missouri","MO","07","KIMBERLING CITY","MO","65686","2020","12-AUG-20","2020","202008129261298420"
"P00017012","EDWARDS, LONNIE","Democratic Party","DEM","President","P","United States","00","00","DALLAS","TX","75243","2020","11-AUG-20","2020","202008119261294617"
"H0WY01051","HAGGIT, JEFFREY ALLEN","Constitution Party","CON","House","H","Wyoming","WY","00","MOUNTAIN VIEW","WY","82939","2020","10-AUG-20","2020","202008109261290545"
"H0TX17252","BROWN, TED MR.","Libertarian Party","LIB","House","H","Texas","TX","17","AUSTIN","TX","78728","2020","09-AUG-20","2020","202008099261287209"
"P00017004","TURNER, WEDNESDAY","Concerned Citizens Party Of Connecticut","CNC","President","P","United States","00","00","UTQIA&#289;VIK","AK","99723","2020","08-AUG-20","2020","202008089261284612"
"H0MI01245","BOREN, BENJAMIN","Libertarian Party","LIB","House","H","Michigan","MI","01","CHARLEVOIX","MI","49720","2020","07-AUG-20","2020","202008079261278271"
"S8ME00163","LINN, MAX MR.","Independent","IND","Senate","S","Maine","ME","00","BAR HARBOR","ME","04609","2020","07-AUG-20","2020","202008079261279573"
"H0TN06364","FINLEY, CHRISTOPHER MARTIN","Democratic Party","DEM","House","H","Tennessee","TN","06","SPARTA","TN","38583","2020","07-AUG-20","2020","202008079261279519"
"H0NC07157","(TERRI) EVERETT, THERESA","Democratic Party","DEM","House","H","North Carolina","NC","07","WILMINGTON","NC","28402","2020","07-AUG-20","2020","202008260300341943"
"S0MA00240","MAZZUCHELLI, EDWARD JAMES","Independent","IND","Senate","S","Massachusetts","MA","00","MARSHFIELD","MA","02050","2020","06-AUG-20","2020","202008069261264866"
"H0LA04107","GIBSON, BEN","Republican Party","REP","House","H","Louisiana","LA","04","BOSSIER CITY","LA","71112","2020","05-AUG-20","2020","202008059261249131"
