CANDIDATE_ID,CANDIDATE_NAME,PARTY,PARTY_CODE,CANDIDATE_OFFICE,CANDIDATE_OFFICE_CODE,CANDIDATE_OFFICE_STATE,CANDIDATE_OFFICE_STATE_CODE,CANDIDATE_OFFICE_DISTRICT,CITY,STATE,ZIP,ELECTION_YEAR,RECEIPT_DATE,REPORT_YEAR,BEGIN_IMAGE_NUMBER
"H2TX05253","TORRES, RUTH MS.","No Party Affiliation","NPA","House","H","Texas","TX","05","DALLAS","TX","75227","2022","14-OCT-22","2022","202210149532410918"
"H2ME58016","NEAL, ROBERT SMITH","Democratic Party","DEM","House","H","Maine","ME","58","NEW SHARON","ME","04955","2022","08-OCT-22","2022","202210089532091949"
"H2OK02331","ROBINSON, BULLDOG BEN","Independent","IND","House","H","Oklahoma","OK","02","MUSKOGEE","OK","74402","2022","04-OCT-22","2022","202210049532054742"
"P20006003","ZELALEM, MS. TIGEST MS.","Independent","IND","President","P","United States","00","00","CULVER CITY","CA","90016","2022","01-OCT-22","2022","202210019532010743"
"S2OR00242","ESSOE, KELLEY M MS","Democratic Party","DEM","Senate","S","Oregon","OR","00","YACHATS","OR","97498","2022","26-SEP-22","2022","202209269531992941"
"H2AZ06320","BERTONE, FRANK","Other","OTH","House","H","Arizona","AZ","06","SCOTTSDALE","AZ","85259","2022","24-SEP-22","2022","202209249531815902"
"P20005997","SELLERS, ANTOINETTE","Independent","IND","President","P","Illinois","IL","00","DYER","IN","46311","2022","22-SEP-22","2022","202209229531810001"
"H2PA05124","BESTMAN, WILLIAM DAVID","Write-In","W","House","H","Pennsylvania","PA","05","COLLINGDALE","PA","19023","2022","19-SEP-22","2022","202209199528554490"
"S2WI00532","PAUL, ADAM NICHOLAS","Independent","IND","Senate","S","Wisconsin","WI","00","MADISON","WI","53744","2022","17-SEP-22","2022","202209179528505844"
"H2IL13211","FOSTER, NANCY","Democratic Party","DEM","House","H","Illinois","IL","13","SWANSEA","IL","62226","2022","13-SEP-22","2022","202209139528426666"
"H0TN09111","CLARK, DENNIS JEFFREY","Independent","IND","House","H","Tennessee","TN","09","ARLINGTON","TN","38002","2022","12-SEP-22","2022","202209120300417407"
"H2NY16115","FLISSER, MIRIAM LEVITT","Republican Party","REP","House","H","New York","NY","16","SCARSDALE","NY","10583","2022","12-SEP-22","2022","202209129528392817"
"H2OR04210","ZOLL, THOMAS JOSEPH","Non-Party","NON","House","H","Oregon","OR","04","EUGENE","OR","97404","2022","11-SEP-22","2022","202209119528388865"
"H2MI04294","WENKE, LORENCE RAYMOND MR","Libertarian Party","LIB","House","H","Michigan","MI","04","GALESBURG","MI","49053","2022","08-SEP-22","2022","202209089528382853"
"S2IL00309","MARCOTTE, KELLY LYNN MS","Democratic Party","DEM","Senate","S","Illinois","IL","00","CHICAGO","IL","60641","2022","06-SEP-22","2022","202209069528351643"
"S2KY00202","THOMASON, CHARLES LEE","Democratic Party","DEM","Senate","S","Kentucky","KY","00","LEXINGTON","KY","40507","2022","06-SEP-22","2022","202209069528352093"
"H2NY17188","FALCIGLIA, CHARLES J.","Republican Party","REP","House","H","New York","NY","17","SUFFERN","NY","10901","2022","01-SEP-22","2022","202209010300417234"
"S2UT00468","SEGUIN, MICHAEL SEGUIN COL","Write-In","W","Senate","S","Utah","UT","00","LIBERTY","UT","84310","2022","31-AUG-22","2022","202208319528319110"
"H2NH03011","WHITEHILL, GARY JR","Republican Party","REP","House","H","New Hampshire","NH","03","COLEBROOK","NH","03576","2022","31-AUG-22","2022","202208319528300566"
"H0NH02280","TOWNE, GILEAD R","Republican Party","REP","House","H","New Hampshire","NH","01","SALEM","NH","03079","2022","28-AUG-22","2022","202208289528257445"
"H2ND01022","MUND, CARA","(I)","(I)","House","H","North Dakota","ND","00","BISMARCK","ND","58501","2022","26-AUG-22","2022","202208269528253152"
"H2MI04286","CLARK, CURTIS","U.S. Taxpayers Party","UST","House","H","Michigan","MI","04","ALLEGAN","MI","49010","2022","22-AUG-22","2022","202208220300416964"
"S2GA00308","JACKSON, ANNETTE JACKSON","Write-In","W","Senate","S","Georgia","GA","00","LILBURN","GA","30047","2022","22-AUG-22","2022","202208229528159723"
"H2CO01231","SHACKLEFORD, RUSTY","Unaffiliated","UN","House","H","Colorado","CO","01","LITTLETON","CO","80127","2022","21-AUG-22","2022","202208219528154495"
"P20005971","PACHECO, RICHARD J","None","NNE","President","P","United States","00","00","RENO","NV","89506","2022","18-AUG-22","2022","202208189525539768"
"H2LA06058","CRAIG, RUFUS HOLT","Libertarian Party","LIB","House","H","Louisiana","LA","06","BATON ROUGE","LA","70806","2022","16-AUG-22","2022","202208169525406424"
"S0IL00592","VLAKANCIC, CONNOR","Republican Party","REP","Senate","S","Illinois","IL","00","BOLINGBROOK","IL","60440","2022","16-AUG-22","2022","202208160300416453"
"H2IN02295","YAKYM, RUDY III","Republican Party","REP","House","H","Indiana","IN","02","ALEXANDRIA","VA","22313","2022","15-AUG-22","2022","202208159525389444"
"H2IN02303","STUTZMAN, CHRISTY","Republican Party","REP","House","H","Indiana","IN","02","MIDDLEBURY ","IN","46540","2022","15-AUG-22","2022","202208190300416733"
"H2IN02287","NISLY, CURT","Republican Party","REP","House","H","Indiana","IN","02","MILFORD","IN","46542","2022","12-AUG-22","2022","202208129525374071"
"H2NY17170","DAVID, SHOSHANA","Republican Party","REP","House","H","New York","NY","17","HARRISON","NY","10528","2022","11-AUG-22","2022","202208119525352478"
"H2MA04123","CANNATA, DAVID B","Write-In","W","House","H","Massachusetts","MA","04","NORTH ATTLEBORO","MA","02760","2022","11-AUG-22","2022","202208119525240158"
"H2CA01276","COREY, GENE MR.","Republican Party","REP","House","H","California","CA","01","BREA","CA","92821","2022","04-AUG-22","2022","202208049525130795"
"H2IL16156","HADERLEIN, ELIZABETH","Democratic Party","DEM","House","H","Illinois","IL","16","HARVARD","IL","60033","2022","03-AUG-22","2022","202208039525113208"
"H2LA03121","HOGGATT, HOLDEN","Republican Party","REP","House","H","Louisiana","LA","03","LAFAYETTE","LA","70508","2022","02-AUG-22","2022","202208029525112120"
"S2SC00194","HARPER, JESSE L MR","Independent American Party","IAP","Senate","S","South Carolina","SC","00","CROSS HILL","SC","29332","2022","02-AUG-22","2022","202208029525109853"
"H2TN06170","FAIRLCOTH JR, ROY CLAYBORNE (CLAY FAIR","Democratic Party","DEM","House","H","Tennessee","TN","06","NASHVILLE","TN","37214","2022","01-AUG-22","2022","202208010300415692"
"H2TN05487","COOPER, DANIEL J (I.O.)","Independent","IND","House","H","Tennessee","TN","05","SPRING HILL","IN","37174","2022","01-AUG-22","2022","202208010300415680"
"H2LA05274","HUFF, WALTER EARL","Democratic Party","DEM","House","H","Louisiana","LA","05","MONROE","LA","71201","2022","01-AUG-22","2022","202208080300416173"
"S2MI00276","HARVEY, TERRANCE JAMES","None","NNE","Senate","S","Michigan","MI","00","WYOMING","MI","49519","2022","31-JUL-22","2022","202207319525087162"
"H2MI03213","HARVEY, TERRANCE JAMES","None","NNE","House","H","Michigan","MI","03","WYOMING","MI","49519","2022","31-JUL-22","2022","202207319525087163"
"H2TN01122","MAKROM, AHMED MATTHEW","Independent","IND","House","H","Tennessee","TN","01","JOHNSON CITY","TN","37601","2022","30-JUL-22","2022","202207309525087148"
"H2LA06041","BELZER, BRIAN T","Republican Party","REP","House","H","Louisiana","LA","06","PRAIRIEVILLE","LA","70769","2022","29-JUL-22","2022","202207299525081976"
"P20005955","HARVEY, TERRANCE JAMES","None","NNE","President","P","United States","00","00","WYOMING","MI","49519","2022","28-JUL-22","2022","202207289525074748"
"H2RI02069","DICKINSON, SPENCER E","Democratic Party","DEM","House","H","Rhode Island","RI","02","WAKEFIELD","RI","02879","2022","28-JUL-22","2022","202207290300415668"
"H2DC01060","MAJORS, BRUCE POWELL MR.","Libertarian Party","LIB","House","H","District Of Columbia","DC","00","WASHINGTON","DC","20037","2022","27-JUL-22","2022","202207279525067535"
"S2HI00221","CHRISTIAN, WALLYN K","Republican Party","REP","Senate","S","Hawaii","HI","00","AIEA","HI","96701","2022","27-JUL-22","2022","202207279525067237"
"H2TN43017","HUBBARD, STEVEN ERICH MR.","Independent","IND","House","H","Tennessee","TN","43","MCMINNVILLE","TN","37110","2022","26-JUL-22","2022","202207269525051426"
"H2LA02297","LUX, DANIEL ANTHONY","Republican Party","REP","House","H","Louisiana","LA","02","HARVEY","LA","70058","2022","26-JUL-22","2022","202207269525057285"
"H6FL12173","STONE, DAMIAN DR","Democratic Party","DEM","House","H","Florida","FL","12","LAND O LAKES ","FL","34639","2022","26-JUL-22","2022","202207260300415411"
"H2LA05266","PULLEN, HUNTER I MR.","Republican Party","REP","House","H","Louisiana","LA","05","WEST MONROE","LA","71292","2022","25-JUL-22","2022","202207259525050870"
"S2MO00742","HARRIS, RONALD WILLIAM","Democratic Party","DEM","Senate","S","Missouri","MO","00","KANSAS CITY","MO","64156","2022","25-JUL-22","2022","202207259525048557"
"H2WI08097","HANCOCK, JULIE","Democratic Party","DEM","House","H","Wisconsin","WI","08","DE PERE","WI","54115","2022","24-JUL-22","2022","202207249525042700"
"H2WA09206","ANDERSON, DAVID","Independent","IND","House","H","Washington","WA","09","SEATTLE","WA","98118","2022","24-JUL-22","2022","202207249525042689"
"H2NJ04249","DANIELS, PAMELA RENEE MS","Independent","IND","House","H","New Jersey","NJ","04","BRICK","NJ","08724","2022","24-JUL-22","2022","202207249525042613"
"S2NV00415","LINDEMANN, BARRY","Unaffiliated","UN","Senate","S","Nevada","NV","00","LAS VEGAS","NV","89138","2022","22-JUL-22","2022","202207229525041648"
"H2NJ05345","FERRIGNO, TREVOR JAMES MR.","Independent","IND","House","H","New Jersey","NJ","05","FAIR LAWN","NJ","07410","2022","22-JUL-22","2022","202207229525037968"
"H2MI09160","KELTS, JACOB","Libertarian Party","LIB","House","H","Michigan","MI","09","LAPEER","MI","48446","2022","22-JUL-22","2022","202207229525039899"
"S2AK00234","MERRILL, SAMUEL ALLEN","Republican Party","REP","Senate","S","Alaska","AK","00","ANCHORAGE","AK","99508","2022","20-JUL-22","2022","202207209522206448"
"H8OH03098","ESRATI, DAVID","Democratic Party","DEM","House","H","Ohio","OH","10","DAYTON","OH","45410","2022","19-JUL-22","2022","202207199522181682"
"H0IL01194","WHITE, PHILANISE","Republican Party","REP","House","H","Illinois","IL","01","CHICAGO","IL","60617","2022","19-JUL-22","2022","202207199522197388"
"H2TN08184","WILLIAMS, LYNNETTE P. DR.","Democratic Party","DEM","House","H","Tennessee","TN","08","MEMPHIS","TN","38109","2022","18-JUL-22","2022","202207189522159842"
"H2LA01109","DARLING, KATIE DARLING","Democratic Party","DEM","House","H","Louisiana","LA","01","COVINGTON","LA","70435","2022","18-JUL-22","2022","202207189522169288"
"H2WI07123","AUSMAN, RICHARD","Democratic Party","DEM","House","H","Wisconsin","WI","07","LAC DU FLAMBEAU","WI","54538","2022","18-JUL-22","2022","202207189522159371"
"S2MD00628","GRIFFIN, SCOTTIE JO DR.","Democratic Party","DEM","Senate","S","Maryland","MD","00","BETHESDA","MD","20817","2022","18-JUL-22","2022","202207189522171754"
"H8NJ01226","KABIR, MOHAMMAD S","Other","OTH","House","H","New Jersey","NJ","01","BELLMAWR","NJ","08031","2022","18-JUL-22","2022","202207190300413766"
"H0MN02118","OLSON, RICHARD THOMAS","Write-In","W","House","H","Minnesota","MN","02","PRIOR LAKE","MN","55372","2022","17-JUL-22","2022","202207179522150257"
"H2NY13153","PATTERSON, ODELL MALCOLM","Write-In","W","House","H","New York","NY","13","NEW YORK","NY","10029","2022","16-JUL-22","2022","202207169522139398"
"H2MD05569","WASHINGTON, KEITH A","Democratic Party","DEM","House","H","Maryland","MD","05","ACCOKEEK","MD","20607","2022","15-JUL-22","2022","202207159518567395"
"H2NY01265","WILSON, CELINA MRS.","Republican Party","REP","House","H","New York","NY","01","STONYBROOK","NY","11790","2022","15-JUL-22","2022","202207159518613942"
"S2UT00450","SEGUIN, MICHAEL JOSEPH COLONEL","Write-In","W","Senate","S","Utah","UT","00","EDEN","UT","84310","2022","14-JUL-22","2022","202207149518466689"
"H2RI02259","GILBERT, WILLIAM","Unaffiliated","UN","House","H","Rhode Island","RI","02","NARRAGANSETT","RI","02882","2022","14-JUL-22","2022","202207149518437913"
"P20005948","PATTERSON, FREDERICK TAYLOR MR/","Independent","IND","President","P","United States","00","00","LUMPKIN","GA","31815","2022","14-JUL-22","2022","202207149518433857"
"H2WA09198","PEDERSEN, SETH D","Republican Party","REP","House","H","Washington","WA","09","SEATTLE","WA","98144","2022","14-JUL-22","2022","202207149518548296"
"H2IL15109","LANGE, PAUL","Democratic Party","DEM","House","H","Illinois","IL","15","QUINCY","IL","62301","2022","12-JUL-22","2022","202207129518372857"
"S2KS00139","BUSKIRK, PAUL","Democratic Party","DEM","Senate","S","Kansas","KS","00","LAWRENCE","KS","66047","2022","12-JUL-22","2022","202207129518382127"
"S2IN00307","SCENIAK, JAMES","Libertarian Party","LIB","Senate","S","Indiana","IN","00","GREENWOOD","IN","46143","2022","12-JUL-22","2022","202207129518364435"
"H2NY24184","RAYBURN, FLOYD MR.","Republican Party","REP","House","H","New York","NY","24","CANANDAIGUA","NY","14424","2022","12-JUL-22","2022","202207129518365208"
"H2FL05242","ROMDCELLY, DAMASCUS","Republican Party","REP","House","H","Florida","FL","05","JACKSONVILLE","FL","32206","2022","12-JUL-22","2022","202207120300410583"
"H0GA07307","BABBAGE, LISA NOEL DR.","Republican Party","REP","House","H","Georgia","GA","07","ATLANTA","GA","30350","2022","11-JUL-22","2022","202207119518359009"
"H2TX38098","DEJEAN, JOEL F. MR.","Independent","IND","House","H","Texas","TX","38","HOUSTON","TX","77036","2022","11-JUL-22","2022","202207119518353796"
"S2MO00122","BROWN, THEODIS SR","Independent","IND","Senate","S","Missouri","MO","08","ST LOUIS","MO","63147","2022","11-JUL-22","2022","202207130300410720"
"H2PA15131","MOLESEVICH, MIKE","Democratic Party","DEM","House","H","Pennsylvania","PA","15","LEWISBURG","PA","17837","2022","10-JUL-22","2022","202207109518298374"
"S2VT00334","EVANS-FRANTZ, ISAAC","Democratic Party","DEM","Senate","S","Vermont","VT","00","BRATTLEBORO","VT","05302","2022","09-JUL-22","2022","202207099518294344"
"H2LA03113","PAYNE, THOMAS LANE JR","Republican Party","REP","House","H","Louisiana","LA","03","PERRY","LA","70575","2022","08-JUL-22","2022","202207089517865225"
"H2NY10332","FRANCIS, QUANDA","Democratic Party","DEM","House","H","New York","NY","10","BROOKLYN","NY","11201","2022","07-JUL-22","2022","202207079517842710"
"H2FL24078","NAVARRO, JESUS","Republican Party","REP","House","H","Florida","FL","24","HIALEAH","FL","33015","2022","06-JUL-22","2022","202207069517832704"
"H2LA03105","LEBRUN, TIA MARIE MRS.","Democratic Party","DEM","House","H","Louisiana","LA","03","LAFAYETTE","LA","70503","2022","06-JUL-22","2022","202207069517820275"
"H2CA33253","PORTER, JOHN MARK MR","Republican Party","REP","House","H","California","CA","33","BEAUMONT","CA","92223","2022","05-JUL-22","2022","202207059517790570"
"P20005930","ENGLISH, ELLDWINIA MRS.","Independent","IND","President","P","United States","00","00","LEONARDTOWN","MD","20650","2022","05-JUL-22","2022","202207059517789966"
"S2VT00326","ERICSON, CRIS MS.","Independent","IND","Senate","S","Vermont","VT","00","CHESTER","VT","05143","2022","05-JUL-22","2022","202207059517789581"
"S2MD00610","NAI, AKO","Democratic Party","DEM","Senate","S","Maryland","MD","00","SILVER SPRING","MD","","2022","05-JUL-22","2022","202207060300409828"
"H8IL05073","HANSON, TOM","Republican Party","REP","House","H","Illinois","IL","05","CHICAGO","IL","60611","2022","05-JUL-22","2022","202207059517790875"
"H2FL23278","ELLISON, ALLEN","Democratic Party","DEM","House","H","Florida","FL","23","SEBRING","FL","33871","2022","03-JUL-22","2022","202207039517784998"
"H2FL10358","BROWN, CORRINE","Democratic Party","DEM","House","H","Florida","FL","10","JACKSONVILLE","FL","32208","2022","01-JUL-22","2022","202207019517782320"
"H2AL04105","COCHRAN, JOHN CHARLES","Libertarian Party","LIB","House","H","Alabama","AL","04","TUSCALOOSA","AL","35406","2022","01-JUL-22","2022","202207019517782257"
"H2NY18111","MILLS, AISHA","Democratic Party","DEM","House","H","New York","NY","18","NEWBURGH","NY","12550","2022","01-JUL-22","2022","202207019517782224"
"S2LA00184","MENDOZA, MANLIO VINICIO","Democratic Party","DEM","Senate","S","Louisiana","LA","00","PONCHATOULA","LA","70454","2022","01-JUL-22","2022","202207019517780000"
"H2KS04149","HERNANDEZ, BOB MR","Democratic Party","DEM","House","H","Kansas","KS","04","WICHITA","KS","67226","2022","30-JUN-22","2022","202206309517766858"
"S2MO00734","WOOD, JOHN FREDERICK","Independent","IND","Senate","S","Missouri","MO","00","CHESTERFIELD","MO","63017","2022","29-JUN-22","2022","202206299517766219"
"H2CO01223","BOSWELL, IRIS RHIANNON AURORA","Unknown","UNK","House","H","Colorado","CO","01","DENVER","CO","80218","2022","29-JUN-22","2022","202206299517766794"
"H2MS04332","DUPREE, JOHNNY L.","Democratic Party","DEM","House","H","Mississippi","MS","04","HATTIESBURG","MS","39401","2022","29-JUN-22","2022","202206299517764738"
"H2FL25091","MILLWEE, ROBERT","Democratic Party","DEM","House","H","Florida","FL","25","HOLLYWOOD","FL","33020","2022","28-JUN-22","2022","202206289517763252"
"H2HI01138","REYES, ARTURO","Republican Party","REP","House","H","Hawaii","HI","01","WAIPAHU","HI","96797","2022","28-JUN-22","2022","202206280300409464"
"H2AZ03186","GARCIA, JEANNETTE","Republican Party","REP","House","H","Arizona","AZ","03","AVONDALE","AZ","85392","2022","27-JUN-22","2022","202206279517761919"
"S2NY00531","HILL, BRYAN","Republican Party","REP","Senate","S","New York","NY","00","ENDWELL","NY","13760","2022","27-JUN-22","2022","202206279517758991"
"H2CO01215","QUALTERI, JENNIFER","Republican Party","REP","House","H","Colorado","CO","01","DENVER","CO","80204","2022","26-JUN-22","2022","202206269517758924"
"S2AZ00430","VAN ANTWERP, JONATHAN LEE","Democratic Party","DEM","Senate","S","Arizona","AZ","00","PHOENIX","AZ","85041","2022","26-JUN-22","2022","202206269517758891"
"H2NY12247","OBLER, GIL MR.","Green Party","GRE","House","H","New York","NY","12","NEW YORK","NY","10025","2022","24-JUN-22","2022","202206249517757565"
"H2NY13146","BEN-AVI, TYRRELL LEV","Independent","IND","House","H","New York","NY","13","NEW YORK","NY","10027","2022","24-JUN-22","2022","202206249517757007"
"P20005922","ENGLAND, RAYMOND MATTHEW MATT","Federalist","FED","President","P","United States","00","00","ST. ALBANS","WV","25177","2022","23-JUN-22","2022","202206239517756555"
"P20005914","ENGLAND, RAYMOND MATTHEW MATT","Federalist","FED","President","P","United States","00","00","ST. ALBANS","WV","25177","2022","23-JUN-22","2022","202206239517756550"
"H2FL12131","LEISER, CHRISTOPHER MR.","Republican Party","REP","House","H","Florida","FL","12","NEW PORT RICHEY","FL","34652","2022","21-JUN-22","2022","202206219517747182"
"H2IL14136","MLTON, JAIME","Republican Party","REP","House","H","Illinois","IL","14","FOX RIVER GROVE","IL","60021","2022","21-JUN-22","2022","202206219517748580"
"H2FL14301","NASHAGH, SAM","Republican Party","REP","House","H","Florida","FL","14","TAMPA","FL","33626","2022","21-JUN-22","2022","202206219517751479"
"H2KS01079","BEARD, JAMES","Democratic Party","DEM","House","H","Kansas","KS","01","GARDEN CITY","KS","67846","2022","21-JUN-22","2022","202206219517749505"
"H2AZ02436","BIES, DAVID","Democratic Party","DEM","House","H","Arizona","AZ","02","FLAGSTAFF","AZ","86001","2022","21-JUN-22","2022","202206219517749507"
"H4FL15155","COHN, ALAN","Democratic Party","DEM","House","H","Florida","FL","15","TAMPA","FL","33647","2022","21-JUN-22","2022","202206219517748667"
"H2FL23260","TROUT, W MICHAEL","Democratic Party","DEM","House","H","Florida","FL","23","BOCA RATON","FL","33434","2022","20-JUN-22","2022","202206209515039554"
"S2LA00176","KYDER, ALBERT","Republican Party","REP","Senate","S","Louisiana","LA","00","BATON ROUGE","LA","70802","2022","17-JUN-22","2022","202206179514987266"
"H2HI02623","GI, NICOLE","Democratic Party","DEM","House","H","Hawaii","HI","02","LIHUE","HI","96766","2022","17-JUN-22","2022","202206179514988027"
"H2MI13402","TAN, BORATHA","Democratic Party","DEM","House","H","Michigan","MI","13","DETROIT","MI","48202","2022","17-JUN-22","2022","202206179515013678"
"H2MS02203","ELLER, RON","Republican Party","REP","House","H","Mississippi","MS","02","RAYMOND","MS","39154","2022","17-JUN-22","2022","202206179515010180"
"H8FL26062","FAAS, SOURAYA","Libertarian Party","LIB","House","H","Florida","FL","28","MIAMI","FL","33296","2022","17-JUN-22","2022","202206179515005163"
"S2FL00755","DE LA FUENTE, RICARDO","Democratic Party","DEM","Senate","S","Florida","FL","00","SAN DIEGO","CA","92121","2022","16-JUN-22","2022","202206169514926088"
"H2FL28038","ASENCIO, ROBERT","Democratic Party","DEM","House","H","Florida","FL","28","MIAMI","FL","33184","2022","16-JUN-22","2022","202206169514933755"
"H2WA07127","MOON, CLIFFORD E","Republican Party","REP","House","H","Washington","WA","07","SHORELINE","WA","98155","2022","16-JUN-22","2022","202206169514925625"
"H2FL01282","LOMBARDO, MARK","Republican Party","REP","House","H","Florida","FL","01","PENSACOLA","FL","32506","2022","16-JUN-22","2022","202206169514918918"
"H2FL23245","BERK, JEFFREY","Republican Party","REP","House","H","Florida","FL","23","SEACREST","FL","32461","2022","15-JUN-22","2022","202206159514861274"
"H2IN04184","DAY, ROGER D MR","Democratic Party","DEM","House","H","Indiana","IN","04","AVON","IN","46123","2022","15-JUN-22","2022","202206159514907648"
"H2WI08089","CLARMONT, SHAUN MICHAEL","Republican Party","REP","House","H","Wisconsin","WI","08","ONEIDA","WI","54155","2022","15-JUN-22","2022","202206170300408864"
"H2FL23252","SWEZY, LEWIS","Republican Party","REP","House","H","Florida","FL","23","HILLSBORO BEACH","FL","33062","2022","15-JUN-22","2022","202206159514911326"
"H2NJ03316","GREGORY SOBOCINSKI","No Party Affiliation","NPA","House","H","New Jersey","NJ","03","SOUTHAMPTON","NJ","08088","2022","15-JUN-22","2022","202206159514908352"
"H2FL07297","EDWARDS, TED","Republican Party","REP","House","H","Florida","FL","07","WINTER PARK","FL","32789","2022","14-JUN-22","2022","202206149514860382"
