CANDIDATE_ID,CANDIDATE_NAME,PARTY,PARTY_CODE,CANDIDATE_OFFICE,CANDIDATE_OFFICE_CODE,CANDIDATE_OFFICE_STATE,CANDIDATE_OFFICE_STATE_CODE,CANDIDATE_OFFICE_DISTRICT,CITY,STATE,ZIP,ELECTION_YEAR,RECEIPT_DATE,REPORT_YEAR,BEGIN_IMAGE_NUMBER
"H8PA18280","MACK, KIMBERLY","GOP","GOP","House","H","Pennsylvania","PA","18","MCKEESPORT","PA","15134","2018","13-AUG-18","2018","201808139119605491"
"S8DE00178","DE LA FUENTE, ROQUE 'ROCKY'","Republican Party","REP","Senate","S","Delaware","DE","00","SAN DIEGO","CA","92121","2018","13-AUG-18","2018","201808130200672808"
"H8WA03222","BOWERMAN, EARL","Republican Party","REP","House","H","Washington","WA","03","CAMAS","WA","98607","2018","09-AUG-18","2018","201808099119382229"
"H8VT01065","TYNIO, NATASHA ANYA","Republican Party","REP","House","H","Vermont","VT","00","DERBY","VT","05829","2018","08-AUG-18","2018","201808089119378301"
"H8CA06090","JEFFERSON, JRMAR","Democratic Party","DEM","House","H","California","CA","06","SACRAMENTO","CA","95831","2018","08-AUG-18","2018","201808089119380211"
"S8VT00158","PEACOCK, BRAD JOSEPH","Independent","IND","Senate","S","Vermont","VT","00","SHAFTSBURY","VT","05262","2018","06-AUG-18","2018","201808160200690675"
"H8IN06202","LEE LAKE, JEANNINE L","Democratic Party","DEM","House","H","Indiana","IN","06","MUNCIE","IN","47304","2018","03-AUG-18","2018","201808039119348452"
"H8ID01223","FLEMING, NATALIE M","UNA","UNA","House","H","Idaho","ID","01","FRUITLAND","ID","83619","2018","01-AUG-18","2018","201808019119339234"
"H4NY11138","CLARKE, YVETTE","Democratic Party","DEM","House","H","New York","NY","09","BROOKLYN","NY","11225","2018","01-AUG-18","2018","201808010300226045"
"H8MD02159","MIMOUN, GUILLAUME MR","Green Party","GRE","House","H","Maryland","MD","02","COCKEYSVILLE","MD","21030","2018","31-JUL-18","2018","201807319119336536"
"S4WY00097","HARDY, CHARLES E","Republican Party","REP","Senate","S","Wyoming","WY","00","CHEYENNE","WY","82001","2018","28-JUL-18","2018","201808080200672128"
"H4WI04241","GEORGE, GARY R.","Democratic Party","DEM","House","H","Wisconsin","WI","04","MILWAUKEE","WI","53202","2018","27-JUL-18","2018","201807270300225441"
"S8VT00141","ZUPAN, LAWRENCE","Republican Party","REP","Senate","S","Vermont","VT","00","MANCHESTER CENTER","VT","05255","2018","27-JUL-18","2018","201808010200665106"
"H8LA05099","FLEENOR, JESSEE CARLTON","Democratic Party","DEM","House","H","Louisiana","LA","05","LORANGER","LA","70446","2018","27-JUL-18","2018","201807279119326039"
"S8WA00335","OWEN, WILLIAM TIMOTHY","Republican Party","REP","Senate","S","Washington","WA","00","MULKILTEO","WA","98275","2018","27-JUL-18","2018","201807270200664201"
"H8LA02146","RODRIGUEZ, SHAWNDRA","No Party Affiliation","NPA","House","H","Louisiana","LA","02","BATON ROUGE","LA","70884","2018","24-JUL-18","2018","201807249119312451"
"H8CA19051","AGUILERA, JUSTIN","Republican Party","REP","House","H","California","CA","19","SAN MARTIN","CA","95046","2018","24-JUL-18","2018","201807249119312835"
"H6OH07119","ROBERTSON, TERRY","Republican Party","REP","House","H","Ohio","OH","07","MEDINA","OH","44256","2018","24-JUL-18","2018","201807249119313649"
"H8IL03136","HANSON, JUSTIN MR.","Independent","IND","House","H","Illinois","IL","03","LA GRANGE","IL","60525","2018","24-JUL-18","2018","201807249119314867"
"S8RI00144","FONTES, PATRICA J","Democratic Party","DEM","Senate","S","Rhode Island","RI","00","HOPKINTON","RI","02833","2018","24-JUL-18","2018","201807240200660785"
"H8WY00171","MILLER, ROD","Republican Party","REP","House","H","Wyoming","WY","00","CHEYENNE","WY","82001","2018","23-JUL-18","2018","201807240300224990"
"H8MO02257","SACHS, NOGA","Republican Party","REP","House","H","Missouri","MO","02","ST LOUIS","MO","63141","2018","20-JUL-18","2018","201807209119191076"
"H6MN06165","KERN, ALIENA JEANENE","Republican Party","REP","House","H","Minnesota","MN","06","SARTELL","MN","56377","2018","19-JUL-18","2018","201807199115794469"
"H8RI01092","WYSOCKI, FREDERICK J","Republican Party","REP","House","H","Rhode Island","RI","01","WOONSOCKET","RI","02895","2018","16-JUL-18","2018","201807160300220080"
"H8AK01049","CUMINGS, CHRISTOPHER CHARLES","No Party Affiliation","NPA","House","H","Alaska","AK","00","ANCHORAGE","AK","99901","2018","16-JUL-18","2018","201807169115718707"
"P80006067","DE LA TORRE, CHRIS MERRILL MR. SR.","Write-In","W","President","P","United States","00","00","PORTLAND","OR","97292","2018","16-JUL-18","2018","201807169115722679"
"H8NM02255","ROSALES, MIKE","Independent","IND","House","H","New Mexico","NM","02","ALAMOGORDO","NM","88310","2018","15-JUL-18","2018","201807159115643476"
"H8NJ02281","BENFER, WILLIAM R MR.","Unaffiliated","UN","House","H","New Jersey","NJ","02","MILLVILLE","NJ","08332","2018","14-JUL-18","2018","201807149115469552"
"S8MS00303","SHELTON, JASON","Democratic Party","DEM","Senate","S","Mississippi","MS","00","TUPELO","MS","38802","2018","14-JUL-18","2018","201807200200638061"
"H8WY01070","STANLEY, BLAKE","Republican Party","REP","House","H","Wyoming","WY","00","CHEYENNE","WY","82007","2018","14-JUL-18","2018","201807149115499878"
"H8TX14179","CONLEY, DONALD EUGENE MR III","Libertarian Party","LIB","House","H","Texas","TX","14","GALVESTON","TX","77551","2018","13-JUL-18","2018","201807139115391595"
"H8CA13096","WELLS, LAURA","Green Party","GRE","House","H","California","CA","13","OAKLAND","CA","94610","2018","13-JUL-18","2018","201807139115409147"
"H8MO06134","ANDRES, EDWARD H","Democratic Party","DEM","House","H","Missouri","MO","06","ST. JOSEPH","MO","64503","2018","12-JUL-18","2018","201807129115375552"
"H8OH13154","LYRAS, LOUIS GEORGE","Non-Party","NON","House","H","Ohio","OH","13","CAMPBELL","OH","44405","2018","10-JUL-18","2018","201807109115286625"
"H8NY12145","RABIN, ELIOT MR.","Republican Party","REP","House","H","New York","NY","12","NEW YORK","NY","10028","2018","09-JUL-18","2018","201807099115263502"
"H8TX18196","SPENCER, LUKE","Libertarian Party","LIB","House","H","Texas","TX","18","HOUSTON","TX","77006","2018","09-JUL-18","2018","201807099115258650"
"H6TX34031","GONZALEZ, REY DR.","Republican Party","REP","House","H","Texas","TX","34","SAN BENITO","TX","78586","2018","06-JUL-18","2018","201807069115243994"
"H8MA03239","BALLINGER, JEFFREY","Democratic Party","DEM","House","H","Massachusetts","MA","03","ANDOVER","MA","01810","2018","06-JUL-18","2018","201807110300217337"
"H8FL22095","WALTERS, EDDISON T","Republican Party","REP","House","H","Florida","FL","22","BOCA RATON","FL","33429","2018","05-JUL-18","2018","201807059115238565"
"H8OK02197","CASTALDO, RICHARD MICHAEL","Libertarian Party","LIB","House","H","Oklahoma","OK","02","GROVE","OK","74344","2018","04-JUL-18","2018","201807049115216365"
"S8CA00663","LE, DIEN MR","Other","OTH","Senate","S","California","CA","00","SAN FRANCISCO","CA","94133","2018","03-JUL-18","2018","201807030200479161"
"H8CA32088","SCOTT, JOSHUA","Republican Party","REP","House","H","California","CA","32","LONG BEACH","CA","90802","2018","03-JUL-18","2018","201807039115214440"
"H8MD00047","YEH, CHIN CHUAN","Unaffiliated","UN","House","H","Maryland","MD","06","GAITHERSBURG","MD","20877","2018","02-JUL-18","2018","201807030300215765"
"H8FL26062","FAAS, SOURAYA","Republican Party","REP","House","H","Florida","FL","26","MIAMI","FL","33296","2018","02-JUL-18","2018","201807029115204111"
"H8WY01062","HUNTER, GREG","Democratic Party","DEM","House","H","Wyoming","WY","00","LARAMIE","WY","82073","2018","01-JUL-18","2018","201807019115202245"
"S8MO00301","SMITH, CHRISTINA","Republican Party","REP","Senate","S","Missouri","MO","00","JEFFERSON CITY","MO","65109","2018","28-JUN-18","2018","201806280200477524"
"H8KS04187","ESTES, RON M.","Republican Party","REP","House","H","Kansas","KS","04","WICHITA","KS","67230","2018","28-JUN-18","2018","201806289115198517"
"H8TN08116","OWENS, COLLEEN VANESSA","Republican Party","REP","House","H","Tennessee","TN","08","JACKSON","TN","38305","2018","28-JUN-18","2018","201807020300215506"
"H8TN06177","HEFFERNAN, PETER","Democratic Party","DEM","House","H","Tennessee","TN","06","GALLATIN","TN","37066","2018","27-JUN-18","2018","201806279115194909"
"P80006059","FOWLER, DEAN LEIGH","We The People","WTP","President","P","United States","00","00","WILLIAMSBURG","VA","23185","2018","27-JUN-18","2018","201806279115195539"
"S8WA00293","HAWKINS, MATT C","Republican Party","REP","Senate","S","Washington","WA","00","SPOKANE","WA","99206","2018","27-JUN-18","2018","201807030200479367"
"H2SD00068","WIECZOREK, RONALD LEE","Independent","IND","House","H","South Dakota","SD","00","MT VERNON","SD","57363","2018","26-JUN-18","2018","201806280300215402"
"H8MI12120","NIEMUTH, NILES","Socialist Equality Party","SEP","House","H","Michigan","MI","12","HAMTRAMCK","MI","48212","2018","26-JUN-18","2018","201806269115172167"
"H8MN04091","HASSAN, MUAD","Democratic-Farmer-Labor","DFL","House","H","Minnesota","MN","04","SAINT PAUL","MN","55104","2018","25-JUN-18","2018","201806259115168218"
"H4KS01059","LAPOLICE, ALAN","Democratic Party","DEM","House","H","Kansas","KS","01","CLYDE","KS","66938","2018","22-JUN-18","2018","201806229115164503"
"H8OR03102","HARRISON, THOMAS S IV","Republican Party","REP","House","H","Oregon","OR","03","OREGON CITY","OR","97045","2018","20-JUN-18","2018","201806209114166120"
"S8WA00319","HUTCHISON, SUSAN","Republican Party","REP","Senate","S","Washington","WA","00","SEATTLE","WA","981054946","2018","20-JUN-18","2018","201806250200477316"
"H8TX22313","KULKARNI, SRI PRESTON","Democratic Party","DEM","House","H","Texas","TX","22","PEARLAND","TX","77584","2018","19-JUN-18","2018","201806199113744021"
"H8TX27130","PEREZ, MARTY","Republican Party","REP","House","H","Texas","TX","27","CORPUS CHRISTI","TX","78412","2018","19-JUN-18","2018","201806210300214969"
"H8MN05247","TORRES RAY, PATRICIA","Democratic Party","DEM","House","H","Minnesota","MN","05","MINNEAPOLIS","MN","55407","2018","19-JUN-18","2018","201806199113758580"
"H8NJ04204","REYNOLDS, BRIAN J.","Unaffiliated","UN","House","H","New Jersey","NJ","04","BELFORD","NJ","07718","2018","15-JUN-18","2018","201806159113718452"
"H6PA16338","WEGMAN, GARY","Democratic Party","DEM","House","H","Pennsylvania","PA","09","READING","PA","19606","2018","15-JUN-18","2018","201806150300214173"
"H4NY27118","O'DONNELL, JAMES DESMOND","Republican Party","REP","House","H","New York","NY","27","GOSHEN","NY","10924","2018","14-JUN-18","2018","201806149113682963"
"S8HI00194","ANDERSON, CONSUELO E","Republican Party","REP","Senate","S","Hawaii","HI","00","HONOLULU","HI","96815","2018","14-JUN-18","2018","201806250200477295"
"H8MN05239","OMAR, ILHAN","Democratic-Farmer-Labor","DFL","House","H","Minnesota","MN","05","MINNEAPOLIS","MN","55415","2018","13-JUN-18","2018","201806139113677916"
"S8CA00606","LITTLE, PATRICK","Republican Party","REP","Senate","S","California","CA","00","ALBANY","CA","94706","2018","13-JUN-18","2018","201806190200434960"
"H2HI02128","CASE, EDWARD","Democratic Party","DEM","House","H","Hawaii","HI","01","HONOLULU","HI","96814","2018","13-JUN-18","2018","201806139113677706"
"S8NC00312","STRICKLAND, TIMMY WAYNE MR","Independent","IND","Senate","S","North Carolina","NC","00","SELMA","NC","27576","2018","13-JUN-18","2018","201806130200431047"
"H8GU01046","BROOKS, DORIS FLORES","Republican Party","REP","House","H","Guam","GU","00","PITI","GU","96915","2018","12-JUN-18","2018","201806129113661109"
"S8TN00477","PHILLIPS, ROBERT BRETON","Republican Party","REP","Senate","S","Tennessee","TN","00","GALLATIN","TN","37066","2018","12-JUN-18","2018","201806120200430942"
"H4AS00036","AMATA, AUMUA","Republican Party","REP","House","H","American Samoa","AS","00","PAGO PAGO","AS","96799","2018","12-JUN-18","2018","201806120300213987"
"H8WA08270","REYES, RICHARD TRAVIS","Libertarian Party","LIB","House","H","Washington","WA","08","KENT","WA","98042","2018","09-JUN-18","2018","201806099113655634"
"H8AK01031","NELSON, THOMAS JOHN","Republican Party","REP","House","H","Alaska","AK","00","CHUGIAK","AK","99567","2018","08-JUN-18","2018","201806089113654379"
"H8MN05221","ANDERSON KELLIHER, MARGARET","Democratic Party","DEM","House","H","Minnesota","MN","05","MINNEAPOLIS","MN","55405","2018","08-JUN-18","2018","201806089113654684"
"H8HI00012","CAVASSO, CAMPBELL","Republican Party","REP","House","H","Hawaii","HI","01","WAIMANALO","HI","96795","2018","08-JUN-18","2018","201806130300214004"
"H8TX27155","CUTRIGHT, JUDITH LYNN","Independent","IND","House","H","Texas","TX","27","CORPUS CHRISTI","TX","78418","2018","07-JUN-18","2018","201806080300213712"
"S6MD03631","GLADSTONE, STEVE","Independent","IND","Senate","S","Maryland","MD","00","NOTTINGHAM","MD","21236","2018","06-JUN-18","2018","201806060200430289"
"H8OK68016","CHENOWETH, HEATHER NICOLE MS.","Independent","IND","House","H","Oklahoma","OK","68","TULSA","OK","74107","2018","06-JUN-18","2018","201806069113649089"
"S0WA00258","CODAY, ARTHUR JR MD","Republican Party","REP","Senate","S","Washington","WA","00","WOODINVILLE","WA","98072","2018","06-JUN-18","2018","201806120200430769"
"H8MD05152","ELDER, PATRICK J.","Green Party","GRE","House","H","Maryland","MD","05","LEXINGTON PARK","MD","20653","2018","06-JUN-18","2018","201806069113649090"
"H8IL12152","AUXIER, RANDY","Green Party","GRE","House","H","Illinois","IL","12","MURPHYBORO","IL","62966","2018","06-JUN-18","2018","201806069113648112"
"H8MA06141","CHARBONNEAU, MARY JEAN","Independent","IND","House","H","Massachusetts","MA","06","ROCKPORT","MA","01966","2018","06-JUN-18","2018","201806060300213614"
"H8NJ08080","MUNIZ, JOHN R","Republican Party","REP","House","H","New Jersey","NJ","08","JERSEY CITY","NJ","07307","2018","05-JUN-18","2018","201806059113645547"
"H8CO02269","BARRIS, ROGER","Libertarian Party","LIB","House","H","Colorado","CO","02","EVERGREEN","CO","80439","2018","05-JUN-18","2018","201806059113646411"
"S8MN00677","ANDERSON, RAE HART","Republican Party","REP","Senate","S","Minnesota","MN","00","ST PAUL","MN","55113","2018","05-JUN-18","2018","201806110200430668"
"H8KS03171","KEEGAN, TREVOR","Republican Party","REP","House","H","Kansas","KS","03","LENEXA","KS","66215","2018","05-JUN-18","2018","201806059113646674"
"H8VA05171","RIGGLEMAN, DENVER LEE MR. III","Republican Party","REP","House","H","Virginia","VA","05","AFTON","VA","22920","2018","04-JUN-18","2018","201806049113639517"
"H6CA03067","SCHAUPP, CHARLES EUGENE","Republican Party","REP","House","H","California","CA","03","ESPARTO","CA","95627","2018","04-JUN-18","2018","201806049113640184"
"H8FL15289","ROGERS, CURTIS RALPH","Republican Party","REP","House","H","Florida","FL","15","DOVER","FL","33527","2018","04-JUN-18","2018","201806080300213683"
"H6SC07018","HYMAN, MAL","Democratic Party","DEM","House","H","South Carolina","SC","07","HARTSVILLE","SC","29550","2018","03-JUN-18","2018","201806039113638998"
"H8WY01054","HELM, TRAVIS","Democratic Party","DEM","House","H","Wyoming","WY","00","LARAMIE","WY","82070","2018","01-JUN-18","2018","201806019113637746"
"H8NJ10110","PEZZULLO, RICHARD J.","Republican Party","REP","House","H","New Jersey","NJ","06","FREEHOLD","NJ","07728","2018","01-JUN-18","2018","201806050300213296"
"H8KS01043","REINECKER, NICK","Republican Party","REP","House","H","Kansas","KS","01","INMAN","KS","67546","2018","01-JUN-18","2018","201806019113636828"
"H8WI07138","DRIESSEN, KEN","Independent","IND","House","H","Wisconsin","WI","07","HAYWARD","WI","54843","2018","01-JUN-18","2018","201806019113637207"
"H8AZ08257","DOWLING, SANDRA ELAINE DR","Republican Party","REP","House","H","Arizona","AZ","08","LITCHFIELD PARK","AZ","85340","2018","31-MAY-18","2018","201805319113631723"
"H8NY17110","CIARDULLO, JOSEPH JOHN","Reform Party","REF","House","H","New York","NY","17","NEW CITY","NY","10956","2018","31-MAY-18","2018","201805319113630577"
"H4WA09061","BASLER, DOUGLAS MICHAEL","Republican Party","REP","House","H","Washington","WA","09","KENT","WA","98031","2018","31-MAY-18","2018","201805319113628217"
"H8NY04092","MANNIX, BRIAN - NONE -","Democratic Party","DEM","House","H","New York","NY","04","MINEOLA","NY","11501","2018","31-MAY-18","2018","201805319113632115"
"H8PA13133","OTTAWAY, BRENT M","Democratic Party","DEM","House","H","Pennsylvania","PA","13","HOLLIDAYSBURG","PA","166483215","2018","31-MAY-18","2018","201806010300212984"
"H8NV02111","FOGARTY, PATRICK","Democratic Party","DEM","House","H","Nevada","NV","02","RENO","NV","89503","2018","30-MAY-18","2018","201805309113626153"
"H8SC05158","NORMAN, RALPH W. JR.","Republican Party","REP","House","H","South Carolina","SC","05","ROCK HILL","SC","29732","2018","30-MAY-18","2018","201805309113625519"
"H8CT05252","KULA, SHANNON","Democratic Party","DEM","House","H","Connecticut","CT","05","FARMINGTON","CT","06032","2018","30-MAY-18","2018","201805309113625458"
"H8WA03206","CORTNEY, MICHAEL JAMES","Republican Party","REP","House","H","Washington","WA","03","VANCOUVER","WA","98682","2018","30-MAY-18","2018","201805309113626272"
"S8WV00176","WILLIS, THOMAS EDWARD II","Republican Party","REP","Senate","S","West Virginia","WV","00","MARTINSBURG","WV","25403","2018","29-MAY-18","2018","201805290200392721"
"H8DE01044","MURPHY, LEE H","Republican Party","REP","House","H","Delaware","DE","00","WILMINGTON","DE","19809","2018","29-MAY-18","2018","201805299113618944"
"H8WI04051","UTLEY, DEREK EDWARD X STRATEGI","Republican Party","REP","House","H","Wisconsin","WI","04","MILWAUKEE","WI","53202","2018","29-MAY-18","2018","201805299113618732"
"H8WA08262","DILLON, PATRICK","No Party Affiliation","NPA","House","H","Washington","WA","08","ISSAQUAH","WA","98027","2018","28-MAY-18","2018","201805289113618703"
"H8AK01023","HAFNER, CAROL","Democratic Party","DEM","House","H","Alaska","AK","00","BOX ELDER","SD","57719","2018","25-MAY-18","2018","201805259113615130"
"S8DE00160","FROST, NADINE","Libertarian Party","LIB","Senate","S","Delaware","DE","00","WILMINGTON","DE","19805","2018","25-MAY-18","2018","201805250200382876"
