result_id,election_id,office,state,race_id,event_time,available_at,certified_at,dem_votes,rep_votes,other_votes,two_party_margin,winner_party,source_url,raw_hash,retrieved_at,release_version
res-senate-2018-OK,senate-2018,US_SENATE,OK,senate-2018-OK,2018-11-06,2018-11-27,2018-11-27,763075,1384870,5677,-28.948,R,synthetic://fixtures/certified-results,b440c2bd19849a265f3cabeeadc4395a3a1abc591fa0d3672c8d1c5bfeff4649,2026-09-13T04:47:52.803149+00:00,1
res-senate-2018-OR,senate-2018,US_SENATE,OR,senate-2018-OR,2018-11-06,2018-11-27,2018-11-27,587722,474490,6735,10.66,D,synthetic://fixtures/certified-results,f2b182d3afe8510611ebc866616c4db723dcc41b71902ef8c45f2ee9238b43fd,2026-09-13T04:47:52.804835+00:00,1
res-senate-2018-RI,senate-2018,US_SENATE,RI,senate-2018-RI,2018-11-06,2018-11-27,2018-11-27,666406,425173,10195,22.099,D,synthetic://fixtures/certified-results,e17269dee39c8ccc6ef17c066b7101deb1fa7959b7f2b8b02d62cb16e5a695cc,2026-09-13T04:47:52.828684+00:00,1
res-senate-2018-SC,senate-2018,US_SENATE,SC,senate-2018-SC,2018-11-06,2018-11-27,2018-11-27,596803,752988,10865,-11.571,R,synthetic://fixtures/certified-results,ede2954741ad375b6ffa1ce0e8bd3fb40f2a807c7000a5427fa92eecea175c49,2026-09-13T04:47:52.829683+00:00,1
res-senate-2018-SD,senate-2018,US_SENATE,SD,senate-2018-SD,2018-11-06,2018-11-27,2018-11-27,742151,1239411,5984,-25.094,R,synthetic://fixtures/certified-results,4341f644b335d8445096fb22bec0e5cfe7f5b65cad5cd5c0a4aa6b8271f3b4b7,2026-09-13T04:47:52.830682+00:00,1
res-senate-2018-TN,senate-2018,US_SENATE,TN,senate-2018-TN,2018-11-06,2018-11-27,2018-11-27,721058,1033520,14088,-17.808,R,synthetic://fixtures/certified-results,d844ef37ec38a75c5e9c72d707fe734dcd7dbf3a253669e3a0f58adc305f3569,2026-09-13T04:47:52.831686+00:00,1
res-senate-2018-TX,senate-2018,US_SENATE,TX,senate-2018-TX,2018-11-06,2018-11-27,2018-11-27,560559,686664,8437,-10.111,R,synthetic://fixtures/certified-results,8563d8688a73ebfa107d1cefae4cc66747b162de4efd596b37f17b114fe378e1,2026-09-13T04:47:52.831686+00:00,1
res-senate-2018-VA,senate-2018,US_SENATE,VA,senate-2018-VA,2018-11-06,2018-11-27,2018-11-27,600627,428662,4027,16.707,D,synthetic://fixtures/certified-results,da744543af7565f6728cccc4b6df1e10fdc7433fa2af77a3fb6ff3f6e3518bdf,2026-09-13T04:47:52.832683+00:00,1
res-senate-2018-WV,senate-2018,US_SENATE,WV,senate-2018-WV,2018-11-06,2018-11-27,2018-11-27,812029,1641203,6562,-33.799,R,synthetic://fixtures/certified-results,e967d3e2375aa1232377bc96b7096ffacdec32fd4cc8ed77b241c6a284323e86,2026-09-13T04:47:52.833685+00:00,1
res-senate-2018-WY,senate-2018,US_SENATE,WY,senate-2018-WY,2018-11-06,2018-11-27,2018-11-27,833984,1869484,9687,-38.303,R,synthetic://fixtures/certified-results,ebeade8b810ca3a3c338f46080c769203ae8116d3e846615c63aa7c98ac86876,2026-09-13T04:47:52.834691+00:00,1
res-senate-2020-AK,senate-2020,US_SENATE,AK,senate-2020-AK,2020-11-03,2020-11-24,2020-11-24,595241,669585,17189,-5.878,R,synthetic://fixtures/certified-results,88f4eaacecf7dad346b79cc3cac69ed4a3a4ae2f1f66a51fe96598b7798365a6,2026-09-13T04:47:52.841683+00:00,1
res-senate-2020-AZ,senate-2020,US_SENATE,AZ,senate-2020-AZ,2020-11-03,2020-11-24,2020-11-24,533896,515068,13816,1.795,D,synthetic://fixtures/certified-results,c9f3b7d3f5e05076e270d955024c93414b955625ad4695a42434113d52c42c80,2026-09-13T04:47:52.843684+00:00,1
