race_id,election_id,office,state,seat_class,election_day,incumbent_party,is_open,prior_lean,region,not_up,held_by,fundraising_share,pres_approval,white_house_party,is_midterm,election_phase,runoff_of,vacancy_reason,ballot_status,effective_election_day
senate-2014-held-ME-I-27,senate-2014,US_SENATE,ME,I,2014-11-04,D,False,4.0,other,True,D,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-MI-I-28,senate-2014,US_SENATE,MI,I,2014-11-04,D,False,2.0,other,True,D,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-MN-I-29,senate-2014,US_SENATE,MN,I,2014-11-04,D,False,4.0,other,True,D,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-MO-I-30,senate-2014,US_SENATE,MO,I,2014-11-04,D,False,-14.0,other,True,D,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-MO-III-31,senate-2014,US_SENATE,MO,III,2014-11-04,D,False,-14.0,other,True,D,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-MS-I-32,senate-2014,US_SENATE,MS,I,2014-11-04,I,False,-18.0,other,True,I,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-MT-I-33,senate-2014,US_SENATE,MT,I,2014-11-04,I,False,-12.0,other,True,I,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-NC-III-34,senate-2014,US_SENATE,NC,III,2014-11-04,R,False,-2.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-ND-I-35,senate-2014,US_SENATE,ND,I,2014-11-04,R,False,-28.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-ND-III-36,senate-2014,US_SENATE,ND,III,2014-11-04,R,False,-28.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-NE-I-37,senate-2014,US_SENATE,NE,I,2014-11-04,R,False,-20.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-NH-III-38,senate-2014,US_SENATE,NH,III,2014-11-04,R,False,2.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-NJ-I-39,senate-2014,US_SENATE,NJ,I,2014-11-04,R,False,10.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-NM-I-40,senate-2014,US_SENATE,NM,I,2014-11-04,R,False,8.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-NV-I-41,senate-2014,US_SENATE,NV,I,2014-11-04,R,False,0.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-NV-III-42,senate-2014,US_SENATE,NV,III,2014-11-04,R,False,0.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-NY-I-43,senate-2014,US_SENATE,NY,I,2014-11-04,R,False,18.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-NY-III-44,senate-2014,US_SENATE,NY,III,2014-11-04,R,False,18.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-OH-I-45,senate-2014,US_SENATE,OH,I,2014-11-04,R,False,-6.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-OH-III-46,senate-2014,US_SENATE,OH,III,2014-11-04,R,False,-6.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-OK-III-47,senate-2014,US_SENATE,OK,III,2014-11-04,R,False,-30.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-OR-III-48,senate-2014,US_SENATE,OR,III,2014-11-04,R,False,10.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-PA-I-49,senate-2014,US_SENATE,PA,I,2014-11-04,R,False,1.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-PA-III-50,senate-2014,US_SENATE,PA,III,2014-11-04,R,False,1.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-RI-I-51,senate-2014,US_SENATE,RI,I,2014-11-04,R,False,18.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-SC-III-52,senate-2014,US_SENATE,SC,III,2014-11-04,R,False,-14.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-SD-III-53,senate-2014,US_SENATE,SD,III,2014-11-04,R,False,-26.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-TN-I-54,senate-2014,US_SENATE,TN,I,2014-11-04,R,False,-22.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-TX-I-55,senate-2014,US_SENATE,TX,I,2014-11-04,R,False,-8.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-UT-I-56,senate-2014,US_SENATE,UT,I,2014-11-04,R,False,-24.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-UT-III-57,senate-2014,US_SENATE,UT,III,2014-11-04,R,False,-24.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-VA-I-58,senate-2014,US_SENATE,VA,I,2014-11-04,R,False,6.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-VT-I-59,senate-2014,US_SENATE,VT,I,2014-11-04,R,False,30.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-VT-III-60,senate-2014,US_SENATE,VT,III,2014-11-04,R,False,30.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-WA-I-61,senate-2014,US_SENATE,WA,I,2014-11-04,R,False,12.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-WA-III-62,senate-2014,US_SENATE,WA,III,2014-11-04,R,False,12.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2014-held-WI-I-63,senate-2014,US_SENATE,WI,I,2014-11-04,R,False,1.0,other,True,R,0.5,0.0,D,True,general,,,nominated,2014-11-04
senate-2016-AK,senate-2016,US_SENATE,AK,III,2016-11-08,,False,-15.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-AL,senate-2016,US_SENATE,AL,III,2016-11-08,,False,-28.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-AR,senate-2016,US_SENATE,AR,III,2016-11-08,,False,-27.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-AZ,senate-2016,US_SENATE,AZ,III,2016-11-08,,False,-2.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-CA,senate-2016,US_SENATE,CA,III,2016-11-08,,False,22.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-CO,senate-2016,US_SENATE,CO,III,2016-11-08,,False,6.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-CT,senate-2016,US_SENATE,CT,III,2016-11-08,,False,14.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-FL,senate-2016,US_SENATE,FL,III,2016-11-08,,False,-4.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-GA,senate-2016,US_SENATE,GA,III,2016-11-08,,False,0.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-HI,senate-2016,US_SENATE,HI,III,2016-11-08,,False,28.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-IA,senate-2016,US_SENATE,IA,III,2016-11-08,,False,-6.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-ID,senate-2016,US_SENATE,ID,III,2016-11-08,,False,-32.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-IL,senate-2016,US_SENATE,IL,III,2016-11-08,,False,14.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-IN,senate-2016,US_SENATE,IN,III,2016-11-08,,False,-16.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-KS,senate-2016,US_SENATE,KS,III,2016-11-08,,False,-14.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-KY,senate-2016,US_SENATE,KY,III,2016-11-08,,False,-24.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-LA,senate-2016,US_SENATE,LA,III,2016-11-08,,False,-18.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-MD,senate-2016,US_SENATE,MD,III,2016-11-08,,False,22.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-MO,senate-2016,US_SENATE,MO,III,2016-11-08,,False,-14.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-NC,senate-2016,US_SENATE,NC,III,2016-11-08,,False,-2.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-ND,senate-2016,US_SENATE,ND,III,2016-11-08,,False,-28.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-NH,senate-2016,US_SENATE,NH,III,2016-11-08,,False,2.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-NV,senate-2016,US_SENATE,NV,III,2016-11-08,,False,0.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-NY,senate-2016,US_SENATE,NY,III,2016-11-08,,False,18.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-OH,senate-2016,US_SENATE,OH,III,2016-11-08,,False,-6.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-OK,senate-2016,US_SENATE,OK,III,2016-11-08,,False,-30.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-OR,senate-2016,US_SENATE,OR,III,2016-11-08,,False,10.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-PA,senate-2016,US_SENATE,PA,III,2016-11-08,,False,1.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-SC,senate-2016,US_SENATE,SC,III,2016-11-08,,False,-14.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-SD,senate-2016,US_SENATE,SD,III,2016-11-08,,False,-26.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-UT,senate-2016,US_SENATE,UT,III,2016-11-08,,False,-24.0,other,False,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-VT,senate-2016,US_SENATE,VT,III,2016-11-08,,False,30.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-WA,senate-2016,US_SENATE,WA,III,2016-11-08,,False,12.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-WI,senate-2016,US_SENATE,WI,III,2016-11-08,,False,1.0,other,False,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-AK-II-0,senate-2016,US_SENATE,AK,II,2016-11-08,D,False,-15.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-AL-II-1,senate-2016,US_SENATE,AL,II,2016-11-08,D,False,-28.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-AR-II-2,senate-2016,US_SENATE,AR,II,2016-11-08,D,False,-27.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-AZ-I-3,senate-2016,US_SENATE,AZ,I,2016-11-08,D,False,-2.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-CA-I-4,senate-2016,US_SENATE,CA,I,2016-11-08,D,False,22.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-CO-II-5,senate-2016,US_SENATE,CO,II,2016-11-08,D,False,6.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-CT-I-6,senate-2016,US_SENATE,CT,I,2016-11-08,D,False,14.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-DE-I-7,senate-2016,US_SENATE,DE,I,2016-11-08,D,False,12.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-DE-II-8,senate-2016,US_SENATE,DE,II,2016-11-08,D,False,12.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-FL-I-9,senate-2016,US_SENATE,FL,I,2016-11-08,D,False,-4.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-GA-II-10,senate-2016,US_SENATE,GA,II,2016-11-08,D,False,0.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-HI-I-11,senate-2016,US_SENATE,HI,I,2016-11-08,D,False,28.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-IA-II-12,senate-2016,US_SENATE,IA,II,2016-11-08,D,False,-6.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-ID-II-13,senate-2016,US_SENATE,ID,II,2016-11-08,D,False,-32.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-IL-II-14,senate-2016,US_SENATE,IL,II,2016-11-08,D,False,14.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-IN-I-15,senate-2016,US_SENATE,IN,I,2016-11-08,D,False,-16.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-KS-II-16,senate-2016,US_SENATE,KS,II,2016-11-08,D,False,-14.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-KY-II-17,senate-2016,US_SENATE,KY,II,2016-11-08,D,False,-24.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-LA-II-18,senate-2016,US_SENATE,LA,II,2016-11-08,D,False,-18.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-MA-I-19,senate-2016,US_SENATE,MA,I,2016-11-08,D,False,26.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-MA-II-20,senate-2016,US_SENATE,MA,II,2016-11-08,D,False,26.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-MD-I-21,senate-2016,US_SENATE,MD,I,2016-11-08,D,False,22.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-ME-I-22,senate-2016,US_SENATE,ME,I,2016-11-08,D,False,4.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-ME-II-23,senate-2016,US_SENATE,ME,II,2016-11-08,D,False,4.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-MI-I-24,senate-2016,US_SENATE,MI,I,2016-11-08,D,False,2.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-MI-II-25,senate-2016,US_SENATE,MI,II,2016-11-08,D,False,2.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-MN-I-26,senate-2016,US_SENATE,MN,I,2016-11-08,D,False,4.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-MN-II-27,senate-2016,US_SENATE,MN,II,2016-11-08,D,False,4.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-MO-I-28,senate-2016,US_SENATE,MO,I,2016-11-08,D,False,-14.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-MS-I-29,senate-2016,US_SENATE,MS,I,2016-11-08,D,False,-18.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-MS-II-30,senate-2016,US_SENATE,MS,II,2016-11-08,D,False,-18.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-MT-I-31,senate-2016,US_SENATE,MT,I,2016-11-08,D,False,-12.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-MT-II-32,senate-2016,US_SENATE,MT,II,2016-11-08,D,False,-12.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-NC-II-33,senate-2016,US_SENATE,NC,II,2016-11-08,D,False,-2.0,other,True,D,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-ND-I-34,senate-2016,US_SENATE,ND,I,2016-11-08,I,False,-28.0,other,True,I,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-NE-I-35,senate-2016,US_SENATE,NE,I,2016-11-08,I,False,-20.0,other,True,I,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-NE-II-36,senate-2016,US_SENATE,NE,II,2016-11-08,R,False,-20.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-NH-II-37,senate-2016,US_SENATE,NH,II,2016-11-08,R,False,2.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-NJ-I-38,senate-2016,US_SENATE,NJ,I,2016-11-08,R,False,10.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-NJ-II-39,senate-2016,US_SENATE,NJ,II,2016-11-08,R,False,10.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
